,age,gender,district,Count
2772,11,1,87,2790
2773,11,2,87,2690
2774,12,1,87,2085
2775,12,2,87,2280
2776,13,1,87,1465
2777,13,2,87,1825
2778,14,1,87,1230
2779,14,2,87,1570
2780,15,1,87,910
2781,15,2,87,1315
2782,16,1,87,790
2783,16,2,87,1525
2784,1,1,88,9375
2785,1,2,88,8990
2786,2,1,88,3850
2787,2,2,88,3585
2788,3,1,88,3860
2789,3,2,88,3590
2790,4,1,88,2890
2791,4,2,88,2850
2792,5,1,88,2725
2793,5,2,88,2835
2794,6,1,88,2965
2795,6,2,88,3410
2796,7,1,88,3175
2797,7,2,88,3535
2798,8,1,88,3685
2799,8,2,88,4085
2800,9,1,88,4215
2801,9,2,88,4340
2802,10,1,88,3960
2803,10,2,88,4330
2804,11,1,88,3495
2805,11,2,88,3895
2806,12,1,88,3090
2807,12,2,88,3345
2808,13,1,88,2155
2809,13,2,88,2495
2810,14,1,88,1500
2811,14,2,88,1850
2812,15,1,88,1015
2813,15,2,88,1315
2814,16,1,88,775
2815,16,2,88,1410
2816,1,1,89,11470
2817,1,2,89,11155
2818,2,1,89,3240
2819,2,2,89,2965
2820,3,1,89,3035
2821,3,2,89,2830
2822,4,1,89,2885
2823,4,2,89,3120
2824,5,1,89,3445
2825,5,2,89,3930
2826,6,1,89,3980
2827,6,2,89,4180
2828,7,1,89,4060
2829,7,2,89,4100
2830,8,1,89,4275
2831,8,2,89,4205
2832,9,1,89,4705
2833,9,2,89,4655
2834,10,1,89,4660
2835,10,2,89,4675
2836,11,1,89,4080
2837,11,2,89,3900
2838,12,1,89,3330
2839,12,2,89,3055
2840,13,1,89,2245
2841,13,2,89,2145
2842,14,1,89,1320
2843,14,2,89,1240
2844,15,1,89,715
2845,15,2,89,750
2846,16,1,89,460
2847,16,2,89,730
2848,1,1,90,11340
2849,1,2,90,10740
2850,2,1,90,2900
2851,2,2,90,2755
2852,3,1,90,3055
2853,3,2,90,2680
2854,4,1,90,3065
2855,4,2,90,3080
2856,5,1,90,3780
2857,5,2,90,3795
2858,6,1,90,4365
2859,6,2,90,4250
2860,7,1,90,3905
2861,7,2,90,3545
2862,8,1,90,3770
2863,8,2,90,3640
2864,9,1,90,4570
2865,9,2,90,4375
2866,10,1,90,4730
2867,10,2,90,4490
2868,11,1,90,4220
2869,11,2,90,4050
2870,12,1,90,3610
2871,12,2,90,3275
2872,13,1,90,2420
2873,13,2,90,2210
2874,14,1,90,1370
2875,14,2,90,1485
2876,15,1,90,850
2877,15,2,90,1085
2878,16,1,90,635
2879,16,2,90,1270
2880,1,1,91,4945
2881,1,2,91,4905
2882,2,1,91,1565
2883,2,2,91,1580
2884,3,1,91,3220
2885,3,2,91,3530
2886,4,1,91,4595
2887,4,2,91,4680
2888,5,1,91,4105
2889,5,2,91,3610
2890,6,1,91,3600
2891,6,2,91,3070
2892,7,1,91,2610
2893,7,2,91,2325
2894,8,1,91,2540
2895,8,2,91,2295
2896,9,1,91,3235
2897,9,2,91,2930
2898,10,1,91,3575
2899,10,2,91,3655
2900,11,1,91,3555
2901,11,2,91,3850
2902,12,1,91,3230
2903,12,2,91,3530
2904,13,1,91,2270
2905,13,2,91,2910
2906,14,1,91,1555
2907,14,2,91,2275
2908,15,1,91,1150
2909,15,2,91,2065
2910,16,1,91,1145
2911,16,2,91,3075
2912,1,1,92,10170
2913,1,2,92,9690
2914,2,1,92,3645
2915,2,2,92,3365
2916,3,1,92,3745
2917,3,2,92,3435
2918,4,1,92,2905
2919,4,2,92,2910
2920,5,1,92,3060
2921,5,2,92,3345
2922,6,1,92,3595
2923,6,2,92,3915
2924,7,1,92,3585
2925,7,2,92,3750
2926,8,1,92,3635
2927,8,2,92,4045
2928,9,1,92,4625
2929,9,2,92,4845
2930,10,1,92,4760
2931,10,2,92,5065
2932,11,1,92,3865
2933,11,2,92,4170
2934,12,1,92,3220
2935,12,2,92,3575
2936,13,1,92,2585
2937,13,2,92,2755
2938,14,1,92,1495
2939,14,2,92,1915
2940,15,1,92,1005
2941,15,2,92,1370
2942,16,1,92,710
2943,16,2,92,1320
2944,1,1,93,9255
2945,1,2,93,8615
2946,2,1,93,2815
2947,2,2,93,2700
2948,3,1,93,2850
2949,3,2,93,2610
2950,4,1,93,2640
2951,4,2,93,2550
2952,5,1,93,3115
2953,5,2,93,3030
2954,6,1,93,3495
2955,6,2,93,3210
2956,7,1,93,3020
2957,7,2,93,2975
2958,8,1,93,3025
2959,8,2,93,3045
2960,9,1,93,3940
2961,9,2,93,3965
2962,10,1,93,4340
2963,10,2,93,4420
2964,11,1,93,4335
2965,11,2,93,4295
2966,12,1,93,3900
2967,12,2,93,3815
2968,13,1,93,2775
2969,13,2,93,2905
2970,14,1,93,1795
2971,14,2,93,2000
2972,15,1,93,1180
2973,15,2,93,1640
2974,16,1,93,990
2975,16,2,93,2000
2976,1,1,94,9185
2977,1,2,94,8630
2978,2,1,94,3465
2979,2,2,94,3235
2980,3,1,94,3560
2981,3,2,94,3375
2982,4,1,94,2755
2983,4,2,94,2580
2984,5,1,94,2580
2985,5,2,94,2760
2986,6,1,94,3140
2987,6,2,94,3285
2988,7,1,94,3180
2989,7,2,94,3350
2990,8,1,94,3530
2991,8,2,94,3720
2992,9,1,94,4300
2993,9,2,94,4560
2994,10,1,94,4195
2995,10,2,94,4415
2996,11,1,94,3290
2997,11,2,94,3470
2998,12,1,94,2660
2999,12,2,94,3010
3000,13,1,94,1985
3001,13,2,94,2335
3002,14,1,94,1170
3003,14,2,94,1390
3004,15,1,94,705
3005,15,2,94,1040
3006,16,1,94,515
3007,16,2,94,970
3008,1,1,95,9305
3009,1,2,95,8780
3010,2,1,95,2890
3011,2,2,95,2870
3012,3,1,95,3415
3013,3,2,95,3315
3014,4,1,95,3480
3015,4,2,95,3420
3016,5,1,95,3465
3017,5,2,95,3400
3018,6,1,95,3620
3019,6,2,95,3545
3020,7,1,95,3390
3021,7,2,95,3395
3022,8,1,95,3590
3023,8,2,95,3615
3024,9,1,95,4425
3025,9,2,95,4505
3026,10,1,95,4510
3027,10,2,95,4610
3028,11,1,95,3780
3029,11,2,95,4070
3030,12,1,95,3240
3031,12,2,95,3525
3032,13,1,95,2560
3033,13,2,95,2855
3034,14,1,95,1720
3035,14,2,95,1995
3036,15,1,95,1115
3037,15,2,95,1415
3038,16,1,95,760
3039,16,2,95,1560
3040,1,1,96,7655
3041,1,2,96,7415
3042,2,1,96,1790
3043,2,2,96,1850
3044,3,1,96,3435
3045,3,2,96,3830
3046,4,1,96,5575
3047,4,2,96,6315
3048,5,1,96,6085
3049,5,2,96,6635
3050,6,1,96,5750
3051,6,2,96,5780
3052,7,1,96,4200
3053,7,2,96,3770
3054,8,1,96,3490
3055,8,2,96,3130
3056,9,1,96,3690
3057,9,2,96,3385
3058,10,1,96,3395
3059,10,2,96,3430
3060,11,1,96,2845
3061,11,2,96,3010
3062,12,1,96,2040
3063,12,2,96,2445
3064,13,1,96,1290
3065,13,2,96,1765
3066,14,1,96,870
3067,14,2,96,1410
3068,15,1,96,730
3069,15,2,96,1355
3070,16,1,96,575
3071,16,2,96,1750
3072,1,1,97,10015
3073,1,2,97,9705
3074,2,1,97,3445
3075,2,2,97,3325
3076,3,1,97,3290
3077,3,2,97,3240
3078,4,1,97,2420
3079,4,2,97,2430
3080,5,1,97,2480
3081,5,2,97,2960
3082,6,1,97,3170
3083,6,2,97,3645
3084,7,1,97,3595
3085,7,2,97,3975
3086,8,1,97,4035
3087,8,2,97,4220
3088,9,1,97,4340
3089,9,2,97,4540
3090,10,1,97,3965
3091,10,2,97,4085
3092,11,1,97,2910
3093,11,2,97,2940
3094,12,1,97,2075
3095,12,2,97,2255
3096,13,1,97,1610
3097,13,2,97,1845
3098,14,1,97,1075
3099,14,2,97,1245
3100,15,1,97,655
3101,15,2,97,815
3102,16,1,97,470
3103,16,2,97,965
3104,1,1,98,8650
3105,1,2,98,8310
3106,2,1,98,2825
3107,2,2,98,2755
3108,3,1,98,3020
3109,3,2,98,2945
3110,4,1,98,2935
3111,4,2,98,2715
3112,5,1,98,3010
3113,5,2,98,3015
3114,6,1,98,3450
3115,6,2,98,3185
3116,7,1,98,2940
3117,7,2,98,2790
3118,8,1,98,3135
3119,8,2,98,3095
3120,9,1,98,3875
3121,9,2,98,3930
3122,10,1,98,4185
3123,10,2,98,4085
3124,11,1,98,3640
3125,11,2,98,3810
3126,12,1,98,3220
3127,12,2,98,3295
3128,13,1,98,2425
3129,13,2,98,2700
3130,14,1,98,1505
3131,14,2,98,1915
3132,15,1,98,975
3133,15,2,98,1580
3134,16,1,98,850
3135,16,2,98,1935
3136,1,1,99,9625
3137,1,2,99,9145
3138,2,1,99,3060
3139,2,2,99,3010
3140,3,1,99,3480
3141,3,2,99,3215
3142,4,1,99,3200
3143,4,2,99,3160
3144,5,1,99,3365
3145,5,2,99,3430
3146,6,1,99,3665
3147,6,2,99,3620
3148,7,1,99,3385
3149,7,2,99,3415
3150,8,1,99,3540
3151,8,2,99,3620
3152,9,1,99,4340
3153,9,2,99,4300
3154,10,1,99,4400
3155,10,2,99,4495
3156,11,1,99,3815
3157,11,2,99,3985
3158,12,1,99,3265
3159,12,2,99,3560
3160,13,1,99,2460
3161,13,2,99,2605
3162,14,1,99,1640
3163,14,2,99,1835
3164,15,1,99,990
3165,15,2,99,1340
3166,16,1,99,720
3167,16,2,99,1515
3168,1,1,100,10190
3169,1,2,100,9585
3170,2,1,100,2915
3171,2,2,100,2775
3172,3,1,100,2985
3173,3,2,100,2950
3174,4,1,100,2870
3175,4,2,100,3095
3176,5,1,100,3295
3177,5,2,100,3745
3178,6,1,100,3625
3179,6,2,100,3890
3180,7,1,100,3620
3181,7,2,100,3725
3182,8,1,100,3505
3183,8,2,100,3480
3184,9,1,100,3205
3185,9,2,100,3150
3186,10,1,100,2770
3187,10,2,100,2900
3188,11,1,100,2215
3189,11,2,100,2515
3190,12,1,100,1970
3191,12,2,100,2430
3192,13,1,100,1490
3193,13,2,100,1915
3194,14,1,100,1265
3195,14,2,100,1695
3196,15,1,100,955
3197,15,2,100,1435
3198,16,1,100,930
3199,16,2,100,1720
3200,1,1,101,11560
3201,1,2,101,11535
3202,2,1,101,3095
3203,2,2,101,3090
3204,3,1,101,3105
3205,3,2,101,3325
3206,4,1,101,2900
3207,4,2,101,3490
3208,5,1,101,3095
3209,5,2,101,4135
3210,6,1,101,3700
3211,6,2,101,4340
3212,7,1,101,4200
3213,7,2,101,3940
3214,8,1,101,4305
3215,8,2,101,3815
3216,9,1,101,3710
3217,9,2,101,3550
3218,10,1,101,3175
3219,10,2,101,3430
3220,11,1,101,2440
3221,11,2,101,2950
3222,12,1,101,2335
3223,12,2,101,2940
3224,13,1,101,1820
3225,13,2,101,2455
3226,14,1,101,1770
3227,14,2,101,2420
3228,15,1,101,1440
3229,15,2,101,2005
3230,16,1,101,1140
3231,16,2,101,1980
3232,1,1,102,7970
3233,1,2,102,7385
3234,2,1,102,2645
3235,2,2,102,2525
3236,3,1,102,2790
3237,3,2,102,2550
3238,4,1,102,2595
3239,4,2,102,2455
3240,5,1,102,2805
3241,5,2,102,2755
3242,6,1,102,3100
3243,6,2,102,2970
3244,7,1,102,2770
3245,7,2,102,2690
3246,8,1,102,3035
3247,8,2,102,3000
3248,9,1,102,4400
3249,9,2,102,4435
3250,10,1,102,5400
3251,10,2,102,5435
3252,11,1,102,5165
3253,11,2,102,4975
3254,12,1,102,4400
3255,12,2,102,4220
3256,13,1,102,3280
3257,13,2,102,3290
3258,14,1,102,1995
3259,14,2,102,2345
3260,15,1,102,1410
3261,15,2,102,1910
3262,16,1,102,1200
3263,16,2,102,2375
3264,1,1,103,9210
3265,1,2,103,8665
3266,2,1,103,2945
3267,2,2,103,2875
3268,3,1,103,3340
3269,3,2,103,3115
3270,4,1,103,3210
3271,4,2,103,3170
3272,5,1,103,3245
3273,5,2,103,3130
3274,6,1,103,3405
3275,6,2,103,3430
3276,7,1,103,3125
3277,7,2,103,3115
3278,8,1,103,3495
3279,8,2,103,3510
3280,9,1,103,4410
3281,9,2,103,4545
3282,10,1,103,4805
3283,10,2,103,4860
3284,11,1,103,4205
3285,11,2,103,4140
3286,12,1,103,3720
3287,12,2,103,3770
3288,13,1,103,2960
3289,13,2,103,3110
3290,14,1,103,1810
3291,14,2,103,2045
3292,15,1,103,1160
3293,15,2,103,1595
3294,16,1,103,980
3295,16,2,103,1720
3296,1,1,104,9680
3297,1,2,104,9160
3298,2,1,104,2995
3299,2,2,104,2805
3300,3,1,104,3020
3301,3,2,104,2910
3302,4,1,104,2980
3303,4,2,104,2855
3304,5,1,104,3230
3305,5,2,104,3140
3306,6,1,104,3720
3307,6,2,104,3525
3308,7,1,104,3190
3309,7,2,104,2985
3310,8,1,104,3390
3311,8,2,104,3300
3312,9,1,104,4350
3313,9,2,104,4520
3314,10,1,104,4615
3315,10,2,104,4800
3316,11,1,104,4190
3317,11,2,104,4260
3318,12,1,104,3655
3319,12,2,104,3690
3320,13,1,104,2695
3321,13,2,104,2905
3322,14,1,104,1705
3323,14,2,104,2015
3324,15,1,104,1020
3325,15,2,104,1405
3326,16,1,104,830
3327,16,2,104,1585
3328,1,1,105,8145
3329,1,2,105,7500
3330,2,1,105,3020
3331,2,2,105,2980
3332,3,1,105,5005
3333,3,2,105,4910
3334,4,1,105,4520
3335,4,2,105,4110
3336,5,1,105,3705
3337,5,2,105,3335
3338,6,1,105,3350
3339,6,2,105,3250
3340,7,1,105,2740
3341,7,2,105,2900
3342,8,1,105,2910
3343,8,2,105,3030
3344,9,1,105,3485
3345,9,2,105,3750
3346,10,1,105,3745
3347,10,2,105,4115
3348,11,1,105,3525
3349,11,2,105,3990
3350,12,1,105,3105
3351,12,2,105,3645
3352,13,1,105,2510
3353,13,2,105,3150
3354,14,1,105,1645
3355,14,2,105,2315
3356,15,1,105,1215
3357,15,2,105,1925
3358,16,1,105,1025
3359,16,2,105,2615
3360,1,1,106,12065
3361,1,2,106,11360
3362,2,1,106,3785
3363,2,2,106,3650
3364,3,1,106,3380
3365,3,2,106,3070
3366,4,1,106,2650
3367,4,2,106,2705
3368,5,1,106,3065
3369,5,2,106,3390
3370,6,1,106,4120
3371,6,2,106,4560
3372,7,1,106,4430
3373,7,2,106,4775
3374,8,1,106,4680
3375,8,2,106,4670
3376,9,1,106,5005
3377,9,2,106,4985
3378,10,1,106,4425
3379,10,2,106,4365
3380,11,1,106,3555
3381,11,2,106,3810
3382,12,1,106,2985
3383,12,2,106,3130
3384,13,1,106,2155
3385,13,2,106,2280
3386,14,1,106,1300
3387,14,2,106,1450
3388,15,1,106,820
3389,15,2,106,990
3390,16,1,106,520
3391,16,2,106,1105
3392,1,1,107,11675
3393,1,2,107,11030
3394,2,1,107,3725
3395,2,2,107,3410
3396,3,1,107,3555
3397,3,2,107,3325
3398,4,1,107,2795
3399,4,2,107,2885
3400,5,1,107,3170
3401,5,2,107,3485
3402,6,1,107,4100
3403,6,2,107,4465
3404,7,1,107,4140
3405,7,2,107,4310
3406,8,1,107,4090
3407,8,2,107,4050
3408,9,1,107,4620
3409,9,2,107,4575
3410,10,1,107,4120
3411,10,2,107,4255
3412,11,1,107,3170
3413,11,2,107,3290
3414,12,1,107,2510
3415,12,2,107,2685
3416,13,1,107,1885
3417,13,2,107,1980
3418,14,1,107,980
3419,14,2,107,1165
3420,15,1,107,595
3421,15,2,107,695
3422,16,1,107,290
3423,16,2,107,555
3424,1,1,108,7475
3425,1,2,108,6900
3426,2,1,108,2670
3427,2,2,108,2665
3428,3,1,108,3745
3429,3,2,108,3950
3430,4,1,108,3430
3431,4,2,108,3320
3432,5,1,108,3165
3433,5,2,108,3045
3434,6,1,108,3165
3435,6,2,108,3015
3436,7,1,108,2660
3437,7,2,108,2730
3438,8,1,108,2895
3439,8,2,108,3035
3440,9,1,108,3845
3441,9,2,108,4260
3442,10,1,108,4395
3443,10,2,108,4815
3444,11,1,108,4080
3445,11,2,108,4535
3446,12,1,108,3655
3447,12,2,108,4155
3448,13,1,108,2950
3449,13,2,108,3585
3450,14,1,108,1980
3451,14,2,108,2780
3452,15,1,108,1445
3453,15,2,108,2275
3454,16,1,108,1155
3455,16,2,108,2755
3456,1,1,109,6325
3457,1,2,109,6010
3458,2,1,109,2310
3459,2,2,109,2620
3460,3,1,109,6710
3461,3,2,109,6400
3462,4,1,109,7785
3463,4,2,109,7070
3464,5,1,109,6665
3465,5,2,109,6215
3466,6,1,109,4975
3467,6,2,109,4495
3468,7,1,109,3580
3469,7,2,109,3240
3470,8,1,109,3140
3471,8,2,109,2950
3472,9,1,109,3275
3473,9,2,109,3115
3474,10,1,109,3325
3475,10,2,109,3205
3476,11,1,109,2910
3477,11,2,109,3100
3478,12,1,109,2560
3479,12,2,109,2620
3480,13,1,109,1805
3481,13,2,109,2050
3482,14,1,109,1215
3483,14,2,109,1450
3484,15,1,109,795
3485,15,2,109,1015
3486,16,1,109,610
3487,16,2,109,1120
3488,1,1,110,8560
3489,1,2,110,8375
3490,2,1,110,2870
3491,2,2,110,2790
3492,3,1,110,3620
3493,3,2,110,3675
3494,4,1,110,3800
3495,4,2,110,3775
3496,5,1,110,3655
3497,5,2,110,3690
3498,6,1,110,3600
3499,6,2,110,3705
3500,7,1,110,3365
3501,7,2,110,3325
3502,8,1,110,3490
3503,8,2,110,3550
3504,9,1,110,3875
3505,9,2,110,3860
3506,10,1,110,3855
3507,10,2,110,3915
3508,11,1,110,3120
3509,11,2,110,3625
3510,12,1,110,2715
3511,12,2,110,3255
3512,13,1,110,2185
3513,13,2,110,2875
3514,14,1,110,1815
3515,14,2,110,2625
3516,15,1,110,1560
3517,15,2,110,2425
3518,16,1,110,1425
3519,16,2,110,2895
3520,1,1,111,12035
3521,1,2,111,11620
3522,2,1,111,4365
3523,2,2,111,4165
3524,3,1,111,4345
3525,3,2,111,4160
3526,4,1,111,3545
3527,4,2,111,3750
3528,5,1,111,3645
3529,5,2,111,4155
3530,6,1,111,3825
3531,6,2,111,4645
3532,7,1,111,4030
3533,7,2,111,4545
3534,8,1,111,4210
3535,8,2,111,4710
3536,9,1,111,4755
3537,9,2,111,5185
3538,10,1,111,4250
3539,10,2,111,4395
3540,11,1,111,3015
3541,11,2,111,3195
3542,12,1,111,2335
3543,12,2,111,2600
3544,13,1,111,1505
3545,13,2,111,1685
3546,14,1,111,935
3547,14,2,111,1240
3548,15,1,111,650
3549,15,2,111,915
3550,16,1,111,415
3551,16,2,111,845
3552,1,1,112,5815
3553,1,2,112,5690
3554,2,1,112,2190
3555,2,2,112,1895
3556,3,1,112,1940
3557,3,2,112,1815
3558,4,1,112,1755
3559,4,2,112,1800
3560,5,1,112,1780
3561,5,2,112,1810
3562,6,1,112,1770
3563,6,2,112,1860
3564,7,1,112,2000
3565,7,2,112,2045
3566,8,1,112,2350
3567,8,2,112,2455
3568,9,1,112,3200
3569,9,2,112,3235
3570,10,1,112,3770
3571,10,2,112,3855
3572,11,1,112,3625
3573,11,2,112,3530
3574,12,1,112,3375
3575,12,2,112,3260
3576,13,1,112,2475
3577,13,2,112,2395
3578,14,1,112,1735
3579,14,2,112,1780
3580,15,1,112,1115
3581,15,2,112,1265
3582,16,1,112,750
3583,16,2,112,1145
3584,1,1,113,11215
3585,1,2,113,10610
3586,2,1,113,4720
3587,2,2,113,4265
3588,3,1,113,3960
3589,3,2,113,3690
3590,4,1,113,2850
3591,4,2,113,2810
3592,5,1,113,2475
3593,5,2,113,2780
3594,6,1,113,2865
3595,6,2,113,3835
3596,7,1,113,4280
3597,7,2,113,5280
3598,8,1,113,5360
3599,8,2,113,5905
3600,9,1,113,5380
3601,9,2,113,5315
3602,10,1,113,4270
3603,10,2,113,4265
3604,11,1,113,2810
3605,11,2,113,2880
3606,12,1,113,2185
3607,12,2,113,2340
3608,13,1,113,1460
3609,13,2,113,1650
3610,14,1,113,1135
3611,14,2,113,1210
3612,15,1,113,705
3613,15,2,113,895
3614,16,1,113,600
3615,16,2,113,1210
3616,1,1,114,10945
3617,1,2,114,10455
3618,2,1,114,3950
3619,2,2,114,3845
3620,3,1,114,3625
3621,3,2,114,3290
3622,4,1,114,3070
3623,4,2,114,3010
3624,5,1,114,3235
3625,5,2,114,3490
3626,6,1,114,3440
3627,6,2,114,3870
3628,7,1,114,3980
3629,7,2,114,4195
3630,8,1,114,4235
3631,8,2,114,4460
3632,9,1,114,4595
3633,9,2,114,4755
3634,10,1,114,3730
3635,10,2,114,3715
3636,11,1,114,2680
3637,11,2,114,2790
3638,12,1,114,2130
3639,12,2,114,2395
3640,13,1,114,1665
3641,13,2,114,1815
3642,14,1,114,1105
3643,14,2,114,1300
3644,15,1,114,765
3645,15,2,114,990
3646,16,1,114,660
3647,16,2,114,1085
3648,1,1,115,8160
3649,1,2,115,7780
3650,2,1,115,3165
3651,2,2,115,3025
3652,3,1,115,3680
3653,3,2,115,3400
3654,4,1,115,3465
3655,4,2,115,3410
3656,5,1,115,3170
3657,5,2,115,3125
3658,6,1,115,2970
3659,6,2,115,3085
3660,7,1,115,3035
3661,7,2,115,3115
3662,8,1,115,3145
3663,8,2,115,3505
3664,9,1,115,4125
3665,9,2,115,4470
3666,10,1,115,3935
3667,10,2,115,4120
3668,11,1,115,3120
3669,11,2,115,3345
3670,12,1,115,2565
3671,12,2,115,2845
3672,13,1,115,1840
3673,13,2,115,2075
3674,14,1,115,1225
3675,14,2,115,1600
3676,15,1,115,900
3677,15,2,115,1195
3678,16,1,115,710
3679,16,2,115,1470
3680,1,1,116,8065
3681,1,2,116,7915
3682,2,1,116,3015
3683,2,2,116,2885
3684,3,1,116,3190
3685,3,2,116,3000
3686,4,1,116,3095
3687,4,2,116,2970
3688,5,1,116,3040
3689,5,2,116,2950
3690,6,1,116,2850
3691,6,2,116,2945
3692,7,1,116,2810
3693,7,2,116,2995
3694,8,1,116,3175
3695,8,2,116,3350
3696,9,1,116,4345
3697,9,2,116,4565
3698,10,1,116,4380
3699,10,2,116,4695
3700,11,1,116,3925
3701,11,2,116,4485
3702,12,1,116,3815
3703,12,2,116,4125
3704,13,1,116,2800
3705,13,2,116,3130
3706,14,1,116,2085
3707,14,2,116,2360
3708,15,1,116,1460
3709,15,2,116,1870
3710,16,1,116,1225
3711,16,2,116,2205
3712,1,1,117,9735
3713,1,2,117,9455
3714,2,1,117,2700
3715,2,2,117,2680
3716,3,1,117,2915
3717,3,2,117,2850
3718,4,1,117,3090
3719,4,2,117,3275
3720,5,1,117,3815
3721,5,2,117,4335
3722,6,1,117,4240
3723,6,2,117,4720
3724,7,1,117,4220
3725,7,2,117,4540
3726,8,1,117,4325
3727,8,2,117,4515
3728,9,1,117,4360
3729,9,2,117,4585
3730,10,1,117,3900
3731,10,2,117,4175
3732,11,1,117,3165
3733,11,2,117,3550
3734,12,1,117,2440
3735,12,2,117,2645
3736,13,1,117,1525
3737,13,2,117,1780
3738,14,1,117,1020
3739,14,2,117,1365
3740,15,1,117,720
3741,15,2,117,1010
3742,16,1,117,605
3743,16,2,117,1225
3744,1,1,118,9520
3745,1,2,118,9125
3746,2,1,118,3485
3747,2,2,118,3205
3748,3,1,118,3715
3749,3,2,118,3435
3750,4,1,118,3435
3751,4,2,118,3475
3752,5,1,118,3365
3753,5,2,118,3830
3754,6,1,118,3265
3755,6,2,118,3725
3756,7,1,118,3260
3757,7,2,118,3610
3758,8,1,118,3455
3759,8,2,118,3745
3760,9,1,118,3925
3761,9,2,118,3975
3762,10,1,118,3560
3763,10,2,118,3570
3764,11,1,118,2695
3765,11,2,118,2950
3766,12,1,118,2295
3767,12,2,118,2605
3768,13,1,118,1780
3769,13,2,118,2015
3770,14,1,118,1185
3771,14,2,118,1435
3772,15,1,118,740
3773,15,2,118,835
3774,16,1,118,415
3775,16,2,118,630
3776,1,1,119,14245
3777,1,2,119,12645
3778,2,1,119,5055
3779,2,2,119,4630
3780,3,1,119,4635
3781,3,2,119,4255
3782,4,1,119,4040
3783,4,2,119,4040
3784,5,1,119,3920
3785,5,2,119,4530
3786,6,1,119,4305
3787,6,2,119,5205
3788,7,1,119,4725
3789,7,2,119,5185
3790,8,1,119,4580
3791,8,2,119,4465
3792,9,1,119,3975
3793,9,2,119,3810
3794,10,1,119,3355
3795,10,2,119,3135
3796,11,1,119,2570
3797,11,2,119,2700
3798,12,1,119,2280
3799,12,2,119,2420
3800,13,1,119,1535
3801,13,2,119,1585
3802,14,1,119,1030
3803,14,2,119,1075
3804,15,1,119,555
3805,15,2,119,630
3806,16,1,119,345
3807,16,2,119,550
3808,1,1,120,11490
3809,1,2,120,10860
3810,2,1,120,4625
3811,2,2,120,4270
3812,3,1,120,4540
3813,3,2,120,4165
3814,4,1,120,3850
3815,4,2,120,3875
3816,5,1,120,3910
3817,5,2,120,4180
3818,6,1,120,3760
3819,6,2,120,4310
3820,7,1,120,3820
3821,7,2,120,4285
3822,8,1,120,4040
3823,8,2,120,4440
3824,9,1,120,4515
3825,9,2,120,4655
3826,10,1,120,3755
3827,10,2,120,4020
3828,11,1,120,3290
3829,11,2,120,3480
3830,12,1,120,2725
3831,12,2,120,2905
3832,13,1,120,1860
3833,13,2,120,1855
3834,14,1,120,1095
3835,14,2,120,1185
3836,15,1,120,605
3837,15,2,120,740
3838,16,1,120,375
3839,16,2,120,705
3840,1,1,121,11400
3841,1,2,121,10560
3842,2,1,121,4340
3843,2,2,121,3680
3844,3,1,121,5110
3845,3,2,121,4285
3846,4,1,121,4475
3847,4,2,121,4400
3848,5,1,121,4170
3849,5,2,121,4750
3850,6,1,121,4090
3851,6,2,121,4605
3852,7,1,121,3970
3853,7,2,121,4315
3854,8,1,121,4100
3855,8,2,121,4275
3856,9,1,121,4320
3857,9,2,121,4285
3858,10,1,121,3860
3859,10,2,121,3815
3860,11,1,121,3080
3861,11,2,121,3325
3862,12,1,121,2515
3863,12,2,121,2895
3864,13,1,121,1795
3865,13,2,121,1965
3866,14,1,121,1210
3867,14,2,121,1480
3868,15,1,121,865
3869,15,2,121,1185
3870,16,1,121,705
3871,16,2,121,1370
3872,1,1,122,15655
3873,1,2,122,14750
3874,2,1,122,4950
3875,2,2,122,4580
3876,3,1,122,4375
3877,3,2,122,4285
3878,4,1,122,4070
3879,4,2,122,4535
3880,5,1,122,4835
3881,5,2,122,5620
3882,6,1,122,5130
3883,6,2,122,5875
3884,7,1,122,5105
3885,7,2,122,5500
3886,8,1,122,4790
3887,8,2,122,4975
3888,9,1,122,4405
3889,9,2,122,4245
3890,10,1,122,3380
3891,10,2,122,3365
3892,11,1,122,2525
3893,11,2,122,2760
3894,12,1,122,2040
3895,12,2,122,2215
3896,13,1,122,1330
3897,13,2,122,1375
3898,14,1,122,785
3899,14,2,122,890
3900,15,1,122,380
3901,15,2,122,540
3902,16,1,122,280
3903,16,2,122,470
3904,1,1,123,11650
3905,1,2,123,11295
3906,2,1,123,4080
3907,2,2,123,3855
3908,3,1,123,3900
3909,3,2,123,3850
3910,4,1,123,3725
3911,4,2,123,3865
3912,5,1,123,3920
3913,5,2,123,4170
3914,6,1,123,3920
3915,6,2,123,4055
3916,7,1,123,4000
3917,7,2,123,4135
3918,8,1,123,4115
3919,8,2,123,4300
3920,9,1,123,4905
3921,9,2,123,5085
3922,10,1,123,4650
3923,10,2,123,4985
3924,11,1,123,4225
3925,11,2,123,4650
3926,12,1,123,3670
3927,12,2,123,3950
3928,13,1,123,2465
3929,13,2,123,2815
3930,14,1,123,1750
3931,14,2,123,2095
3932,15,1,123,1235
3933,15,2,123,1700
3934,16,1,123,1115
3935,16,2,123,2175
3936,1,1,124,8325
3937,1,2,124,7970
3938,2,1,124,3050
3939,2,2,124,2805
3940,3,1,124,2850
3941,3,2,124,2725
3942,4,1,124,2640
3943,4,2,124,2535
