,age,gender,district,Count
2689,10,1,90,4490
2690,11,0,90,4220
2691,11,1,90,4050
2692,12,0,90,3610
2693,12,1,90,3275
2694,13,0,90,2420
2695,13,1,90,2210
2696,14,0,90,1370
2697,14,1,90,1485
2698,15,0,90,850
2699,15,1,90,1085
2700,1,0,91,4945
2701,1,1,91,4905
2702,2,0,91,1565
2703,2,1,91,1580
2704,3,0,91,3220
2705,3,1,91,3530
2706,4,0,91,4595
2707,4,1,91,4680
2708,5,0,91,4105
2709,5,1,91,3610
2710,6,0,91,3600
2711,6,1,91,3070
2712,7,0,91,2610
2713,7,1,91,2325
2714,8,0,91,2540
2715,8,1,91,2295
2716,9,0,91,3235
2717,9,1,91,2930
2718,10,0,91,3575
2719,10,1,91,3655
2720,11,0,91,3555
2721,11,1,91,3850
2722,12,0,91,3230
2723,12,1,91,3530
2724,13,0,91,2270
2725,13,1,91,2910
2726,14,0,91,1555
2727,14,1,91,2275
2728,15,0,91,1150
2729,15,1,91,2065
2730,1,0,92,10170
2731,1,1,92,9690
2732,2,0,92,3645
2733,2,1,92,3365
2734,3,0,92,3745
2735,3,1,92,3435
2736,4,0,92,2905
2737,4,1,92,2910
2738,5,0,92,3060
2739,5,1,92,3345
2740,6,0,92,3595
2741,6,1,92,3915
2742,7,0,92,3585
2743,7,1,92,3750
2744,8,0,92,3635
2745,8,1,92,4045
2746,9,0,92,4625
2747,9,1,92,4845
2748,10,0,92,4760
2749,10,1,92,5065
2750,11,0,92,3865
2751,11,1,92,4170
2752,12,0,92,3220
2753,12,1,92,3575
2754,13,0,92,2585
2755,13,1,92,2755
2756,14,0,92,1495
2757,14,1,92,1915
2758,15,0,92,1005
2759,15,1,92,1370
2760,1,0,93,9255
2761,1,1,93,8615
2762,2,0,93,2815
2763,2,1,93,2700
2764,3,0,93,2850
2765,3,1,93,2610
2766,4,0,93,2640
2767,4,1,93,2550
2768,5,0,93,3115
2769,5,1,93,3030
2770,6,0,93,3495
2771,6,1,93,3210
2772,7,0,93,3020
2773,7,1,93,2975
2774,8,0,93,3025
2775,8,1,93,3045
2776,9,0,93,3940
2777,9,1,93,3965
2778,10,0,93,4340
2779,10,1,93,4420
2780,11,0,93,4335
2781,11,1,93,4295
2782,12,0,93,3900
2783,12,1,93,3815
2784,13,0,93,2775
2785,13,1,93,2905
2786,14,0,93,1795
2787,14,1,93,2000
2788,15,0,93,1180
2789,15,1,93,1640
2790,1,0,94,9185
2791,1,1,94,8630
2792,2,0,94,3465
2793,2,1,94,3235
2794,3,0,94,3560
2795,3,1,94,3375
2796,4,0,94,2755
2797,4,1,94,2580
2798,5,0,94,2580
2799,5,1,94,2760
2800,6,0,94,3140
2801,6,1,94,3285
2802,7,0,94,3180
2803,7,1,94,3350
2804,8,0,94,3530
2805,8,1,94,3720
2806,9,0,94,4300
2807,9,1,94,4560
2808,10,0,94,4195
2809,10,1,94,4415
2810,11,0,94,3290
2811,11,1,94,3470
2812,12,0,94,2660
2813,12,1,94,3010
2814,13,0,94,1985
2815,13,1,94,2335
2816,14,0,94,1170
2817,14,1,94,1390
2818,15,0,94,705
2819,15,1,94,1040
2820,1,0,95,9305
2821,1,1,95,8780
2822,2,0,95,2890
2823,2,1,95,2870
2824,3,0,95,3415
2825,3,1,95,3315
2826,4,0,95,3480
2827,4,1,95,3420
2828,5,0,95,3465
2829,5,1,95,3400
2830,6,0,95,3620
2831,6,1,95,3545
2832,7,0,95,3390
2833,7,1,95,3395
2834,8,0,95,3590
2835,8,1,95,3615
2836,9,0,95,4425
2837,9,1,95,4505
2838,10,0,95,4510
2839,10,1,95,4610
2840,11,0,95,3780
2841,11,1,95,4070
2842,12,0,95,3240
2843,12,1,95,3525
2844,13,0,95,2560
2845,13,1,95,2855
2846,14,0,95,1720
2847,14,1,95,1995
2848,15,0,95,1115
2849,15,1,95,1415
2850,1,0,96,7655
2851,1,1,96,7415
2852,2,0,96,1790
2853,2,1,96,1850
2854,3,0,96,3435
2855,3,1,96,3830
2856,4,0,96,5575
2857,4,1,96,6315
2858,5,0,96,6085
2859,5,1,96,6635
2860,6,0,96,5750
2861,6,1,96,5780
2862,7,0,96,4200
2863,7,1,96,3770
2864,8,0,96,3490
2865,8,1,96,3130
2866,9,0,96,3690
2867,9,1,96,3385
2868,10,0,96,3395
2869,10,1,96,3430
2870,11,0,96,2845
2871,11,1,96,3010
2872,12,0,96,2040
2873,12,1,96,2445
2874,13,0,96,1290
2875,13,1,96,1765
2876,14,0,96,870
2877,14,1,96,1410
2878,15,0,96,730
2879,15,1,96,1355
2880,1,0,97,10015
2881,1,1,97,9705
2882,2,0,97,3445
2883,2,1,97,3325
2884,3,0,97,3290
2885,3,1,97,3240
2886,4,0,97,2420
2887,4,1,97,2430
2888,5,0,97,2480
2889,5,1,97,2960
2890,6,0,97,3170
2891,6,1,97,3645
2892,7,0,97,3595
2893,7,1,97,3975
2894,8,0,97,4035
2895,8,1,97,4220
2896,9,0,97,4340
2897,9,1,97,4540
2898,10,0,97,3965
2899,10,1,97,4085
2900,11,0,97,2910
2901,11,1,97,2940
2902,12,0,97,2075
2903,12,1,97,2255
2904,13,0,97,1610
2905,13,1,97,1845
2906,14,0,97,1075
2907,14,1,97,1245
2908,15,0,97,655
2909,15,1,97,815
2910,1,0,98,8650
2911,1,1,98,8310
2912,2,0,98,2825
2913,2,1,98,2755
2914,3,0,98,3020
2915,3,1,98,2945
2916,4,0,98,2935
2917,4,1,98,2715
2918,5,0,98,3010
2919,5,1,98,3015
2920,6,0,98,3450
2921,6,1,98,3185
2922,7,0,98,2940
2923,7,1,98,2790
2924,8,0,98,3135
2925,8,1,98,3095
2926,9,0,98,3875
2927,9,1,98,3930
2928,10,0,98,4185
2929,10,1,98,4085
2930,11,0,98,3640
2931,11,1,98,3810
2932,12,0,98,3220
2933,12,1,98,3295
2934,13,0,98,2425
2935,13,1,98,2700
2936,14,0,98,1505
2937,14,1,98,1915
2938,15,0,98,975
2939,15,1,98,1580
2940,1,0,99,9625
2941,1,1,99,9145
2942,2,0,99,3060
2943,2,1,99,3010
2944,3,0,99,3480
2945,3,1,99,3215
2946,4,0,99,3200
2947,4,1,99,3160
2948,5,0,99,3365
2949,5,1,99,3430
2950,6,0,99,3665
2951,6,1,99,3620
2952,7,0,99,3385
2953,7,1,99,3415
2954,8,0,99,3540
2955,8,1,99,3620
2956,9,0,99,4340
2957,9,1,99,4300
2958,10,0,99,4400
2959,10,1,99,4495
2960,11,0,99,3815
2961,11,1,99,3985
2962,12,0,99,3265
2963,12,1,99,3560
2964,13,0,99,2460
2965,13,1,99,2605
2966,14,0,99,1640
2967,14,1,99,1835
2968,15,0,99,990
2969,15,1,99,1340
2970,1,0,100,10190
2971,1,1,100,9585
2972,2,0,100,2915
2973,2,1,100,2775
2974,3,0,100,2985
2975,3,1,100,2950
2976,4,0,100,2870
2977,4,1,100,3095
2978,5,0,100,3295
2979,5,1,100,3745
2980,6,0,100,3625
2981,6,1,100,3890
2982,7,0,100,3620
2983,7,1,100,3725
2984,8,0,100,3505
2985,8,1,100,3480
2986,9,0,100,3205
2987,9,1,100,3150
2988,10,0,100,2770
2989,10,1,100,2900
2990,11,0,100,2215
2991,11,1,100,2515
2992,12,0,100,1970
2993,12,1,100,2430
2994,13,0,100,1490
2995,13,1,100,1915
2996,14,0,100,1265
2997,14,1,100,1695
2998,15,0,100,955
2999,15,1,100,1435
3000,1,0,101,11560
3001,1,1,101,11535
3002,2,0,101,3095
3003,2,1,101,3090
3004,3,0,101,3105
3005,3,1,101,3325
3006,4,0,101,2900
3007,4,1,101,3490
3008,5,0,101,3095
3009,5,1,101,4135
3010,6,0,101,3700
3011,6,1,101,4340
3012,7,0,101,4200
3013,7,1,101,3940
3014,8,0,101,4305
3015,8,1,101,3815
3016,9,0,101,3710
3017,9,1,101,3550
3018,10,0,101,3175
3019,10,1,101,3430
3020,11,0,101,2440
3021,11,1,101,2950
3022,12,0,101,2335
3023,12,1,101,2940
3024,13,0,101,1820
3025,13,1,101,2455
3026,14,0,101,1770
3027,14,1,101,2420
3028,15,0,101,1440
3029,15,1,101,2005
3030,1,0,102,7970
3031,1,1,102,7385
3032,2,0,102,2645
3033,2,1,102,2525
3034,3,0,102,2790
3035,3,1,102,2550
3036,4,0,102,2595
3037,4,1,102,2455
3038,5,0,102,2805
3039,5,1,102,2755
3040,6,0,102,3100
3041,6,1,102,2970
3042,7,0,102,2770
3043,7,1,102,2690
3044,8,0,102,3035
3045,8,1,102,3000
3046,9,0,102,4400
3047,9,1,102,4435
3048,10,0,102,5400
3049,10,1,102,5435
3050,11,0,102,5165
3051,11,1,102,4975
3052,12,0,102,4400
3053,12,1,102,4220
3054,13,0,102,3280
3055,13,1,102,3290
3056,14,0,102,1995
3057,14,1,102,2345
3058,15,0,102,1410
3059,15,1,102,1910
3060,1,0,103,9210
3061,1,1,103,8665
3062,2,0,103,2945
3063,2,1,103,2875
3064,3,0,103,3340
3065,3,1,103,3115
3066,4,0,103,3210
3067,4,1,103,3170
3068,5,0,103,3245
3069,5,1,103,3130
3070,6,0,103,3405
3071,6,1,103,3430
3072,7,0,103,3125
3073,7,1,103,3115
3074,8,0,103,3495
3075,8,1,103,3510
3076,9,0,103,4410
3077,9,1,103,4545
3078,10,0,103,4805
3079,10,1,103,4860
3080,11,0,103,4205
3081,11,1,103,4140
3082,12,0,103,3720
3083,12,1,103,3770
3084,13,0,103,2960
3085,13,1,103,3110
3086,14,0,103,1810
3087,14,1,103,2045
3088,15,0,103,1160
3089,15,1,103,1595
3090,1,0,104,9680
3091,1,1,104,9160
3092,2,0,104,2995
3093,2,1,104,2805
3094,3,0,104,3020
3095,3,1,104,2910
3096,4,0,104,2980
3097,4,1,104,2855
3098,5,0,104,3230
3099,5,1,104,3140
3100,6,0,104,3720
3101,6,1,104,3525
3102,7,0,104,3190
3103,7,1,104,2985
3104,8,0,104,3390
3105,8,1,104,3300
3106,9,0,104,4350
3107,9,1,104,4520
3108,10,0,104,4615
3109,10,1,104,4800
3110,11,0,104,4190
3111,11,1,104,4260
3112,12,0,104,3655
3113,12,1,104,3690
3114,13,0,104,2695
3115,13,1,104,2905
3116,14,0,104,1705
3117,14,1,104,2015
3118,15,0,104,1020
3119,15,1,104,1405
3120,1,0,105,8145
3121,1,1,105,7500
3122,2,0,105,3020
3123,2,1,105,2980
3124,3,0,105,5005
3125,3,1,105,4910
3126,4,0,105,4520
3127,4,1,105,4110
3128,5,0,105,3705
3129,5,1,105,3335
3130,6,0,105,3350
3131,6,1,105,3250
3132,7,0,105,2740
3133,7,1,105,2900
3134,8,0,105,2910
3135,8,1,105,3030
3136,9,0,105,3485
3137,9,1,105,3750
3138,10,0,105,3745
3139,10,1,105,4115
3140,11,0,105,3525
3141,11,1,105,3990
3142,12,0,105,3105
3143,12,1,105,3645
3144,13,0,105,2510
3145,13,1,105,3150
3146,14,0,105,1645
3147,14,1,105,2315
3148,15,0,105,1215
3149,15,1,105,1925
3150,1,0,106,12065
3151,1,1,106,11360
3152,2,0,106,3785
3153,2,1,106,3650
3154,3,0,106,3380
3155,3,1,106,3070
3156,4,0,106,2650
3157,4,1,106,2705
3158,5,0,106,3065
3159,5,1,106,3390
3160,6,0,106,4120
3161,6,1,106,4560
3162,7,0,106,4430
3163,7,1,106,4775
3164,8,0,106,4680
3165,8,1,106,4670
3166,9,0,106,5005
3167,9,1,106,4985
3168,10,0,106,4425
3169,10,1,106,4365
3170,11,0,106,3555
3171,11,1,106,3810
3172,12,0,106,2985
3173,12,1,106,3130
3174,13,0,106,2155
3175,13,1,106,2280
3176,14,0,106,1300
3177,14,1,106,1450
3178,15,0,106,820
3179,15,1,106,990
3180,1,0,107,11675
3181,1,1,107,11030
3182,2,0,107,3725
3183,2,1,107,3410
3184,3,0,107,3555
3185,3,1,107,3325
3186,4,0,107,2795
3187,4,1,107,2885
3188,5,0,107,3170
3189,5,1,107,3485
3190,6,0,107,4100
3191,6,1,107,4465
3192,7,0,107,4140
3193,7,1,107,4310
3194,8,0,107,4090
3195,8,1,107,4050
3196,9,0,107,4620
3197,9,1,107,4575
3198,10,0,107,4120
3199,10,1,107,4255
3200,11,0,107,3170
3201,11,1,107,3290
3202,12,0,107,2510
3203,12,1,107,2685
3204,13,0,107,1885
3205,13,1,107,1980
3206,14,0,107,980
3207,14,1,107,1165
3208,15,0,107,595
3209,15,1,107,695
3210,1,0,108,7475
3211,1,1,108,6900
3212,2,0,108,2670
3213,2,1,108,2665
3214,3,0,108,3745
3215,3,1,108,3950
3216,4,0,108,3430
3217,4,1,108,3320
3218,5,0,108,3165
3219,5,1,108,3045
3220,6,0,108,3165
3221,6,1,108,3015
3222,7,0,108,2660
3223,7,1,108,2730
3224,8,0,108,2895
3225,8,1,108,3035
3226,9,0,108,3845
3227,9,1,108,4260
3228,10,0,108,4395
3229,10,1,108,4815
3230,11,0,108,4080
3231,11,1,108,4535
3232,12,0,108,3655
3233,12,1,108,4155
3234,13,0,108,2950
3235,13,1,108,3585
3236,14,0,108,1980
3237,14,1,108,2780
3238,15,0,108,1445
3239,15,1,108,2275
3240,1,0,109,6325
3241,1,1,109,6010
3242,2,0,109,2310
3243,2,1,109,2620
3244,3,0,109,6710
3245,3,1,109,6400
3246,4,0,109,7785
3247,4,1,109,7070
3248,5,0,109,6665
3249,5,1,109,6215
3250,6,0,109,4975
3251,6,1,109,4495
3252,7,0,109,3580
3253,7,1,109,3240
3254,8,0,109,3140
3255,8,1,109,2950
3256,9,0,109,3275
3257,9,1,109,3115
3258,10,0,109,3325
3259,10,1,109,3205
3260,11,0,109,2910
3261,11,1,109,3100
3262,12,0,109,2560
3263,12,1,109,2620
3264,13,0,109,1805
3265,13,1,109,2050
3266,14,0,109,1215
3267,14,1,109,1450
3268,15,0,109,795
3269,15,1,109,1015
3270,1,0,110,8560
3271,1,1,110,8375
3272,2,0,110,2870
3273,2,1,110,2790
3274,3,0,110,3620
3275,3,1,110,3675
3276,4,0,110,3800
3277,4,1,110,3775
3278,5,0,110,3655
3279,5,1,110,3690
3280,6,0,110,3600
3281,6,1,110,3705
3282,7,0,110,3365
3283,7,1,110,3325
3284,8,0,110,3490
3285,8,1,110,3550
3286,9,0,110,3875
3287,9,1,110,3860
3288,10,0,110,3855
3289,10,1,110,3915
3290,11,0,110,3120
3291,11,1,110,3625
3292,12,0,110,2715
3293,12,1,110,3255
3294,13,0,110,2185
3295,13,1,110,2875
3296,14,0,110,1815
3297,14,1,110,2625
3298,15,0,110,1560
3299,15,1,110,2425
3300,1,0,111,12035
3301,1,1,111,11620
3302,2,0,111,4365
3303,2,1,111,4165
3304,3,0,111,4345
3305,3,1,111,4160
3306,4,0,111,3545
3307,4,1,111,3750
3308,5,0,111,3645
3309,5,1,111,4155
3310,6,0,111,3825
3311,6,1,111,4645
3312,7,0,111,4030
3313,7,1,111,4545
3314,8,0,111,4210
3315,8,1,111,4710
3316,9,0,111,4755
3317,9,1,111,5185
3318,10,0,111,4250
3319,10,1,111,4395
3320,11,0,111,3015
3321,11,1,111,3195
3322,12,0,111,2335
3323,12,1,111,2600
3324,13,0,111,1505
3325,13,1,111,1685
3326,14,0,111,935
3327,14,1,111,1240
3328,15,0,111,650
3329,15,1,111,915
3330,1,0,112,5815
3331,1,1,112,5690
3332,2,0,112,2190
3333,2,1,112,1895
3334,3,0,112,1940
3335,3,1,112,1815
3336,4,0,112,1755
3337,4,1,112,1800
3338,5,0,112,1780
3339,5,1,112,1810
3340,6,0,112,1770
3341,6,1,112,1860
3342,7,0,112,2000
3343,7,1,112,2045
3344,8,0,112,2350
3345,8,1,112,2455
3346,9,0,112,3200
3347,9,1,112,3235
3348,10,0,112,3770
3349,10,1,112,3855
3350,11,0,112,3625
3351,11,1,112,3530
3352,12,0,112,3375
3353,12,1,112,3260
3354,13,0,112,2475
3355,13,1,112,2395
3356,14,0,112,1735
3357,14,1,112,1780
3358,15,0,112,1115
3359,15,1,112,1265
3360,1,0,113,11215
3361,1,1,113,10610
3362,2,0,113,4720
3363,2,1,113,4265
3364,3,0,113,3960
3365,3,1,113,3690
3366,4,0,113,2850
3367,4,1,113,2810
3368,5,0,113,2475
3369,5,1,113,2780
3370,6,0,113,2865
3371,6,1,113,3835
3372,7,0,113,4280
3373,7,1,113,5280
3374,8,0,113,5360
3375,8,1,113,5905
3376,9,0,113,5380
3377,9,1,113,5315
3378,10,0,113,4270
3379,10,1,113,4265
3380,11,0,113,2810
3381,11,1,113,2880
3382,12,0,113,2185
3383,12,1,113,2340
3384,13,0,113,1460
3385,13,1,113,1650
3386,14,0,113,1135
3387,14,1,113,1210
3388,15,0,113,705
3389,15,1,113,895
3390,1,0,114,10945
3391,1,1,114,10455
3392,2,0,114,3950
3393,2,1,114,3845
3394,3,0,114,3625
3395,3,1,114,3290
3396,4,0,114,3070
3397,4,1,114,3010
3398,5,0,114,3235
3399,5,1,114,3490
3400,6,0,114,3440
3401,6,1,114,3870
3402,7,0,114,3980
3403,7,1,114,4195
3404,8,0,114,4235
3405,8,1,114,4460
3406,9,0,114,4595
3407,9,1,114,4755
3408,10,0,114,3730
3409,10,1,114,3715
3410,11,0,114,2680
3411,11,1,114,2790
3412,12,0,114,2130
3413,12,1,114,2395
3414,13,0,114,1665
3415,13,1,114,1815
3416,14,0,114,1105
3417,14,1,114,1300
3418,15,0,114,765
3419,15,1,114,990
3420,1,0,115,8160
3421,1,1,115,7780
3422,2,0,115,3165
3423,2,1,115,3025
3424,3,0,115,3680
3425,3,1,115,3400
3426,4,0,115,3465
3427,4,1,115,3410
3428,5,0,115,3170
3429,5,1,115,3125
3430,6,0,115,2970
3431,6,1,115,3085
3432,7,0,115,3035
3433,7,1,115,3115
3434,8,0,115,3145
3435,8,1,115,3505
3436,9,0,115,4125
3437,9,1,115,4470
3438,10,0,115,3935
3439,10,1,115,4120
3440,11,0,115,3120
3441,11,1,115,3345
3442,12,0,115,2565
3443,12,1,115,2845
3444,13,0,115,1840
3445,13,1,115,2075
3446,14,0,115,1225
3447,14,1,115,1600
3448,15,0,115,900
3449,15,1,115,1195
3450,1,0,116,8065
3451,1,1,116,7915
3452,2,0,116,3015
3453,2,1,116,2885
3454,3,0,116,3190
3455,3,1,116,3000
3456,4,0,116,3095
3457,4,1,116,2970
3458,5,0,116,3040
3459,5,1,116,2950
3460,6,0,116,2850
3461,6,1,116,2945
3462,7,0,116,2810
3463,7,1,116,2995
3464,8,0,116,3175
3465,8,1,116,3350
3466,9,0,116,4345
3467,9,1,116,4565
3468,10,0,116,4380
3469,10,1,116,4695
3470,11,0,116,3925
3471,11,1,116,4485
3472,12,0,116,3815
3473,12,1,116,4125
3474,13,0,116,2800
3475,13,1,116,3130
3476,14,0,116,2085
3477,14,1,116,2360
3478,15,0,116,1460
3479,15,1,116,1870
3480,1,0,117,9735
3481,1,1,117,9455
3482,2,0,117,2700
3483,2,1,117,2680
3484,3,0,117,2915
3485,3,1,117,2850
3486,4,0,117,3090
3487,4,1,117,3275
3488,5,0,117,3815
3489,5,1,117,4335
3490,6,0,117,4240
3491,6,1,117,4720
3492,7,0,117,4220
3493,7,1,117,4540
3494,8,0,117,4325
3495,8,1,117,4515
3496,9,0,117,4360
3497,9,1,117,4585
3498,10,0,117,3900
3499,10,1,117,4175
3500,11,0,117,3165
3501,11,1,117,3550
3502,12,0,117,2440
3503,12,1,117,2645
3504,13,0,117,1525
3505,13,1,117,1780
3506,14,0,117,1020
3507,14,1,117,1365
3508,15,0,117,720
3509,15,1,117,1010
3510,1,0,118,9520
3511,1,1,118,9125
3512,2,0,118,3485
3513,2,1,118,3205
3514,3,0,118,3715
3515,3,1,118,3435
3516,4,0,118,3435
3517,4,1,118,3475
3518,5,0,118,3365
3519,5,1,118,3830
3520,6,0,118,3265
3521,6,1,118,3725
3522,7,0,118,3260
3523,7,1,118,3610
3524,8,0,118,3455
3525,8,1,118,3745
3526,9,0,118,3925
3527,9,1,118,3975
3528,10,0,118,3560
3529,10,1,118,3570
3530,11,0,118,2695
3531,11,1,118,2950
3532,12,0,118,2295
3533,12,1,118,2605
3534,13,0,118,1780
3535,13,1,118,2015
3536,14,0,118,1185
3537,14,1,118,1435
3538,15,0,118,740
3539,15,1,118,835
3540,1,0,119,14245
3541,1,1,119,12645
3542,2,0,119,5055
3543,2,1,119,4630
3544,3,0,119,4635
3545,3,1,119,4255
3546,4,0,119,4040
3547,4,1,119,4040
3548,5,0,119,3920
3549,5,1,119,4530
3550,6,0,119,4305
3551,6,1,119,5205
3552,7,0,119,4725
3553,7,1,119,5185
3554,8,0,119,4580
3555,8,1,119,4465
3556,9,0,119,3975
3557,9,1,119,3810
3558,10,0,119,3355
3559,10,1,119,3135
3560,11,0,119,2570
3561,11,1,119,2700
3562,12,0,119,2280
3563,12,1,119,2420
3564,13,0,119,1535
3565,13,1,119,1585
3566,14,0,119,1030
3567,14,1,119,1075
3568,15,0,119,555
3569,15,1,119,630
3570,1,0,120,11490
3571,1,1,120,10860
3572,2,0,120,4625
3573,2,1,120,4270
3574,3,0,120,4540
3575,3,1,120,4165
3576,4,0,120,3850
3577,4,1,120,3875
3578,5,0,120,3910
3579,5,1,120,4180
3580,6,0,120,3760
3581,6,1,120,4310
3582,7,0,120,3820
3583,7,1,120,4285
3584,8,0,120,4040
3585,8,1,120,4440
3586,9,0,120,4515
3587,9,1,120,4655
3588,10,0,120,3755
3589,10,1,120,4020
3590,11,0,120,3290
3591,11,1,120,3480
3592,12,0,120,2725
3593,12,1,120,2905
3594,13,0,120,1860
3595,13,1,120,1855
3596,14,0,120,1095
3597,14,1,120,1185
3598,15,0,120,605
3599,15,1,120,740
3600,1,0,121,11400
3601,1,1,121,10560
3602,2,0,121,4340
3603,2,1,121,3680
3604,3,0,121,5110
3605,3,1,121,4285
3606,4,0,121,4475
3607,4,1,121,4400
3608,5,0,121,4170
3609,5,1,121,4750
3610,6,0,121,4090
3611,6,1,121,4605
3612,7,0,121,3970
3613,7,1,121,4315
3614,8,0,121,4100
3615,8,1,121,4275
3616,9,0,121,4320
3617,9,1,121,4285
3618,10,0,121,3860
3619,10,1,121,3815
3620,11,0,121,3080
3621,11,1,121,3325
3622,12,0,121,2515
3623,12,1,121,2895
3624,13,0,121,1795
3625,13,1,121,1965
3626,14,0,121,1210
3627,14,1,121,1480
3628,15,0,121,865
3629,15,1,121,1185
3630,1,0,122,15655
3631,1,1,122,14750
3632,2,0,122,4950
3633,2,1,122,4580
3634,3,0,122,4375
3635,3,1,122,4285
3636,4,0,122,4070
3637,4,1,122,4535
3638,5,0,122,4835
3639,5,1,122,5620
3640,6,0,122,5130
3641,6,1,122,5875
3642,7,0,122,5105
3643,7,1,122,5500
3644,8,0,122,4790
3645,8,1,122,4975
3646,9,0,122,4405
3647,9,1,122,4245
3648,10,0,122,3380
3649,10,1,122,3365
3650,11,0,122,2525
3651,11,1,122,2760
3652,12,0,122,2040
3653,12,1,122,2215
3654,13,0,122,1330
3655,13,1,122,1375
3656,14,0,122,785
3657,14,1,122,890
3658,15,0,122,380
3659,15,1,122,540
3660,1,0,123,11650
3661,1,1,123,11295
3662,2,0,123,4080
3663,2,1,123,3855
3664,3,0,123,3900
3665,3,1,123,3850
3666,4,0,123,3725
3667,4,1,123,3865
3668,5,0,123,3920
3669,5,1,123,4170
3670,6,0,123,3920
3671,6,1,123,4055
3672,7,0,123,4000
3673,7,1,123,4135
3674,8,0,123,4115
3675,8,1,123,4300
3676,9,0,123,4905
3677,9,1,123,5085
3678,10,0,123,4650
3679,10,1,123,4985
3680,11,0,123,4225
3681,11,1,123,4650
3682,12,0,123,3670
3683,12,1,123,3950
3684,13,0,123,2465
3685,13,1,123,2815
3686,14,0,123,1750
3687,14,1,123,2095
3688,15,0,123,1235
3689,15,1,123,1700
3690,1,0,124,8325
3691,1,1,124,7970
3692,2,0,124,3050
3693,2,1,124,2805
3694,3,0,124,2850
3695,3,1,124,2725
3696,4,0,124,2640
3697,4,1,124,2535
3698,5,0,124,2655
3699,5,1,124,2625
3700,6,0,124,2615
3701,6,1,124,2645
3702,7,0,124,2650
3703,7,1,124,2675
3704,8,0,124,3000
3705,8,1,124,3240
3706,9,0,124,4135
3707,9,1,124,4330
3708,10,0,124,4445
3709,10,1,124,4750
3710,11,0,124,4405
3711,11,1,124,4675
3712,12,0,124,4210
3713,12,1,124,4350
3714,13,0,124,3100
3715,13,1,124,3145
3716,14,0,124,2170
3717,14,1,124,2305
3718,15,0,124,1465
3719,15,1,124,1825
3720,1,0,125,9260
3721,1,1,125,8700
3722,2,0,125,3420
3723,2,1,125,3205
3724,3,0,125,3640
3725,3,1,125,3325
3726,4,0,125,3270
3727,4,1,125,3265
3728,5,0,125,3380
3729,5,1,125,3655
3730,6,0,125,3490
3731,6,1,125,3710
3732,7,0,125,3735
3733,7,1,125,3950
3734,8,0,125,4000
3735,8,1,125,4410
3736,9,0,125,4665
3737,9,1,125,5060
3738,10,0,125,4485
3739,10,1,125,4895
3740,11,0,125,3695
3741,11,1,125,4240
3742,12,0,125,3460
3743,12,1,125,4270
3744,13,0,125,2855
3745,13,1,125,3515
3746,14,0,125,2220
3747,14,1,125,2900
3748,15,0,125,1700
3749,15,1,125,2395
3750,1,0,126,10555
3751,1,1,126,10050
3752,2,0,126,3690
3753,2,1,126,3590
3754,3,0,126,3760
3755,3,1,126,3585
3756,4,0,126,3525
3757,4,1,126,3675
3758,5,0,126,3695
3759,5,1,126,3705
3760,6,0,126,3530
3761,6,1,126,3830
3762,7,0,126,3840
3763,7,1,126,4040
3764,8,0,126,4115
3765,8,1,126,4165
3766,9,0,126,4595
3767,9,1,126,4695
3768,10,0,126,4095
3769,10,1,126,4170
3770,11,0,126,3415
3771,11,1,126,3510
3772,12,0,126,2765
3773,12,1,126,3050
3774,13,0,126,1925
3775,13,1,126,2245
3776,14,0,126,1465
3777,14,1,126,1620
3778,15,0,126,985
3779,15,1,126,1305
3780,1,0,127,9510
3781,1,1,127,8860
3782,2,0,127,3290
3783,2,1,127,3295
3784,3,0,127,3155
3785,3,1,127,3110
3786,4,0,127,2935
3787,4,1,127,2830
3788,5,0,127,2965
3789,5,1,127,3090
3790,6,0,127,3050
3791,6,1,127,2950
3792,7,0,127,3025
3793,7,1,127,3145
3794,8,0,127,3355
3795,8,1,127,3450
3796,9,0,127,4195
3797,9,1,127,4355
3798,10,0,127,4265
3799,10,1,127,4450
3800,11,0,127,3795
3801,11,1,127,3945
3802,12,0,127,3485
3803,12,1,127,3730
3804,13,0,127,2485
3805,13,1,127,2695
3806,14,0,127,1755
3807,14,1,127,2090
3808,15,0,127,1220
3809,15,1,127,1675
3810,1,0,128,6985
3811,1,1,128,6490
3812,2,0,128,2190
3813,2,1,128,2165
3814,3,0,128,3590
3815,3,1,128,3710
3816,4,0,128,5965
3817,4,1,128,6565
3818,5,0,128,6275
3819,5,1,128,6210
3820,6,0,128,5045
3821,6,1,128,4895
3822,7,0,128,3905
3823,7,1,128,3900
3824,8,0,128,3605
3825,8,1,128,3655
3826,9,0,128,3725
3827,9,1,128,3555
3828,10,0,128,3430
3829,10,1,128,3280
3830,11,0,128,2640
3831,11,1,128,2720
3832,12,0,128,2030
3833,12,1,128,2270
3834,13,0,128,1475
3835,13,1,128,1740
3836,14,0,128,1150
3837,14,1,128,1515
3838,15,0,128,845
3839,15,1,128,1105
3840,1,0,129,7895
3841,1,1,129,7300
3842,2,0,129,2850
3843,2,1,129,2680
3844,3,0,129,3045
3845,3,1,129,2875
3846,4,0,129,3020
3847,4,1,129,3160
3848,5,0,129,2975
3849,5,1,129,3405
3850,6,0,129,3000
3851,6,1,129,3550
3852,7,0,129,2855
3853,7,1,129,3445
3854,8,0,129,3105
3855,8,1,129,3625
3856,9,0,129,3435
