,District,Age,Sex,Count
6736,178,6,1,2420
6737,178,6,2,2575
6738,178,7,1,2715
6739,178,7,2,2855
6740,178,8,1,2950
6741,178,8,2,3165
6742,178,9,1,3700
6743,178,9,2,3805
6744,178,10,1,3475
6745,178,10,2,3550
6746,178,11,1,3165
6747,178,11,2,3285
6748,178,12,1,2760
6749,178,12,2,2955
6750,178,13,1,2235
6751,178,13,2,2235
6752,178,14,1,1490
6753,178,14,2,1625
6754,178,15,1,1080
6755,178,15,2,1265
6756,178,16,1,595
6757,178,16,2,910
6758,178,17,1,210
6759,178,17,2,515
6760,178,18,1,55
6761,178,18,2,145
6762,178,19,1,0
6763,178,19,2,25
6764,179,1,1,8000
6765,179,1,2,7410
6766,179,2,1,2895
6767,179,2,2,2720
6768,179,3,1,2585
6769,179,3,2,2390
6770,179,4,1,2285
6771,179,4,2,2295
6772,179,5,1,2505
6773,179,5,2,2665
6774,179,6,1,2750
6775,179,6,2,2940
6776,179,7,1,3120
6777,179,7,2,3055
6778,179,8,1,3255
6779,179,8,2,3255
6780,179,9,1,4065
6781,179,9,2,4165
6782,179,10,1,4035
6783,179,10,2,4040
6784,179,11,1,3455
6785,179,11,2,3485
6786,179,12,1,3040
6787,179,12,2,2905
6788,179,13,1,2135
6789,179,13,2,2110
6790,179,14,1,1435
6791,179,14,2,1530
6792,179,15,1,875
6793,179,15,2,1035
6794,179,16,1,390
6795,179,16,2,535
6796,179,17,1,90
6797,179,17,2,230
6798,179,18,1,10
6799,179,18,2,55
6800,179,19,1,0
6801,179,19,2,5
6802,180,1,1,6675
6803,180,1,2,6500
6804,180,2,1,2570
6805,180,2,2,2460
6806,180,3,1,2600
6807,180,3,2,2630
6808,180,4,1,2590
6809,180,4,2,2505
6810,180,5,1,2500
6811,180,5,2,2610
6812,180,6,1,2360
6813,180,6,2,2410
6814,180,7,1,2485
6815,180,7,2,2615
6816,180,8,1,2770
6817,180,8,2,2860
6818,180,9,1,3565
6819,180,9,2,3880
6820,180,10,1,3685
6821,180,10,2,3765
6822,180,11,1,3180
6823,180,11,2,3375
6824,180,12,1,2880
6825,180,12,2,3015
6826,180,13,1,1990
6827,180,13,2,2240
6828,180,14,1,1510
6829,180,14,2,1880
6830,180,15,1,1090
6831,180,15,2,1370
6832,180,16,1,525
6833,180,16,2,905
6834,180,17,1,185
6835,180,17,2,445
6836,180,18,1,35
6837,180,18,2,130
6838,180,19,1,5
6839,180,19,2,15
6840,181,1,1,8010
6841,181,1,2,7725
6842,181,2,1,3120
6843,181,2,2,2895
6844,181,3,1,2970
6845,181,3,2,2710
6846,181,4,1,2605
6847,181,4,2,2455
6848,181,5,1,2635
6849,181,5,2,2645
6850,181,6,1,2775
6851,181,6,2,2785
6852,181,7,1,2945
6853,181,7,2,3010
6854,181,8,1,3350
6855,181,8,2,3465
6856,181,9,1,4535
6857,181,9,2,5005
6858,181,10,1,4875
6859,181,10,2,5130
6860,181,11,1,4710
6861,181,11,2,4880
6862,181,12,1,4410
6863,181,12,2,4870
6864,181,13,1,3380
6865,181,13,2,3305
6866,181,14,1,2270
6867,181,14,2,2455
6868,181,15,1,1615
6869,181,15,2,1715
6870,181,16,1,830
6871,181,16,2,1170
6872,181,17,1,265
6873,181,17,2,655
6874,181,18,1,50
6875,181,18,2,155
6876,181,19,1,5
6877,181,19,2,20
6878,182,1,1,10255
6879,182,1,2,9810
6880,182,2,1,4500
6881,182,2,2,4385
6882,182,3,1,4270
6883,182,3,2,4040
6884,182,4,1,2770
6885,182,4,2,2575
6886,182,5,1,2115
6887,182,5,2,2435
6888,182,6,1,2775
6889,182,6,2,3415
6890,182,7,1,3870
6891,182,7,2,4605
6892,182,8,1,4825
6893,182,8,2,5350
6894,182,9,1,4905
6895,182,9,2,5265
6896,182,10,1,4730
6897,182,10,2,4870
6898,182,11,1,3560
6899,182,11,2,3900
6900,182,12,1,2975
6901,182,12,2,3490
6902,182,13,1,2400
6903,182,13,2,2745
6904,182,14,1,1850
6905,182,14,2,2170
6906,182,15,1,1325
6907,182,15,2,1745
6908,182,16,1,770
6909,182,16,2,1130
6910,182,17,1,305
6911,182,17,2,580
6912,182,18,1,40
6913,182,18,2,140
6914,182,19,1,5
6915,182,19,2,20
6916,183,1,1,14640
6917,183,1,2,14145
6918,183,2,1,4940
6919,183,2,2,4730
6920,183,3,1,3800
6921,183,3,2,3585
6922,183,4,1,2735
6923,183,4,2,2910
6924,183,5,1,3150
6925,183,5,2,3860
6926,183,6,1,4265
6927,183,6,2,5315
6928,183,7,1,5685
6929,183,7,2,6450
6930,183,8,1,5855
6931,183,8,2,6125
6932,183,9,1,5130
6933,183,9,2,5225
6934,183,10,1,3780
6935,183,10,2,3950
6936,183,11,1,2610
6937,183,11,2,2915
6938,183,12,1,2040
6939,183,12,2,2355
6940,183,13,1,1500
6941,183,13,2,1735
6942,183,14,1,1085
6943,183,14,2,1225
6944,183,15,1,685
6945,183,15,2,830
6946,183,16,1,420
6947,183,16,2,705
6948,183,17,1,165
6949,183,17,2,360
6950,183,18,1,35
6951,183,18,2,105
6952,183,19,1,5
6953,183,19,2,15
6954,184,1,1,9730
6955,184,1,2,9255
6956,184,2,1,3505
6957,184,2,2,3480
6958,184,3,1,4300
6959,184,3,2,4205
6960,184,4,1,4425
6961,184,4,2,4220
6962,184,5,1,4055
6963,184,5,2,4095
6964,184,6,1,3625
6965,184,6,2,3775
6966,184,7,1,3670
6967,184,7,2,3795
6968,184,8,1,4105
6969,184,8,2,4290
6970,184,9,1,5240
6971,184,9,2,5570
6972,184,10,1,5075
6973,184,10,2,5205
6974,184,11,1,3925
6975,184,11,2,4360
6976,184,12,1,3365
6977,184,12,2,3880
6978,184,13,1,2385
6979,184,13,2,2815
6980,184,14,1,1770
6981,184,14,2,2265
6982,184,15,1,1365
6983,184,15,2,1780
6984,184,16,1,735
6985,184,16,2,1280
6986,184,17,1,280
6987,184,17,2,700
6988,184,18,1,55
6989,184,18,2,155
6990,184,19,1,10
6991,184,19,2,20
6992,185,1,1,7075
6993,185,1,2,6955
6994,185,2,1,2620
6995,185,2,2,2620
6996,185,3,1,5035
6997,185,3,2,5405
6998,185,4,1,6230
6999,185,4,2,6530
7000,185,5,1,5405
7001,185,5,2,5380
7002,185,6,1,4220
7003,185,6,2,4180
7004,185,7,1,3845
7005,185,7,2,3900
7006,185,8,1,3810
7007,185,8,2,3770
7008,185,9,1,4250
7009,185,9,2,3990
7010,185,10,1,3825
7011,185,10,2,3760
7012,185,11,1,3415
7013,185,11,2,3605
7014,185,12,1,3140
7015,185,12,2,3270
7016,185,13,1,1940
7017,185,13,2,2215
7018,185,14,1,1325
7019,185,14,2,1650
7020,185,15,1,880
7021,185,15,2,1205
7022,185,16,1,555
7023,185,16,2,925
7024,185,17,1,240
7025,185,17,2,590
7026,185,18,1,55
7027,185,18,2,210
7028,185,19,1,0
7029,185,19,2,25
7030,186,1,1,11785
7031,186,1,2,11350
7032,186,2,1,4320
7033,186,2,2,4260
7034,186,3,1,4155
7035,186,3,2,4310
7036,186,4,1,3390
7037,186,4,2,3525
7038,186,5,1,3695
7039,186,5,2,4070
7040,186,6,1,3970
7041,186,6,2,4435
7042,186,7,1,4150
7043,186,7,2,4610
7044,186,8,1,4290
7045,186,8,2,4885
7046,186,9,1,5080
7047,186,9,2,5590
7048,186,10,1,4840
7049,186,10,2,5425
7050,186,11,1,4000
7051,186,11,2,4405
7052,186,12,1,3445
7053,186,12,2,3620
7054,186,13,1,2300
7055,186,13,2,2375
7056,186,14,1,1325
7057,186,14,2,1450
7058,186,15,1,790
7059,186,15,2,925
7060,186,16,1,340
7061,186,16,2,590
7062,186,17,1,120
7063,186,17,2,340
7064,186,18,1,20
7065,186,18,2,85
7066,186,19,1,0
7067,186,19,2,20
7068,187,1,1,9880
7069,187,1,2,9595
7070,187,2,1,3990
7071,187,2,2,3765
7072,187,3,1,5625
7073,187,3,2,5225
7074,187,4,1,4480
7075,187,4,2,4460
7076,187,5,1,3770
7077,187,5,2,4035
7078,187,6,1,3305
7079,187,6,2,3640
7080,187,7,1,3175
7081,187,7,2,3620
7082,187,8,1,3555
7083,187,8,2,4060
7084,187,9,1,4225
7085,187,9,2,4630
7086,187,10,1,4090
7087,187,10,2,4625
7088,187,11,1,3415
7089,187,11,2,3705
7090,187,12,1,2805
7091,187,12,2,3275
7092,187,13,1,1975
7093,187,13,2,2400
7094,187,14,1,1540
7095,187,14,2,1930
7096,187,15,1,1245
7097,187,15,2,1635
7098,187,16,1,780
7099,187,16,2,1225
7100,187,17,1,410
7101,187,17,2,630
7102,187,18,1,100
7103,187,18,2,200
7104,187,19,1,10
7105,187,19,2,30
7106,188,1,1,7340
7107,188,1,2,7080
7108,188,2,1,2975
7109,188,2,2,3100
7110,188,3,1,4665
7111,188,3,2,5035
7112,188,4,1,4510
7113,188,4,2,4500
7114,188,5,1,3925
7115,188,5,2,3980
7116,188,6,1,3360
7117,188,6,2,3475
7118,188,7,1,3240
7119,188,7,2,3315
7120,188,8,1,3430
7121,188,8,2,3620
7122,188,9,1,4025
7123,188,9,2,4095
7124,188,10,1,3850
7125,188,10,2,4110
7126,188,11,1,3355
7127,188,11,2,3645
7128,188,12,1,2960
7129,188,12,2,3410
7130,188,13,1,2225
7131,188,13,2,2800
7132,188,14,1,1585
7133,188,14,2,2095
7134,188,15,1,1115
7135,188,15,2,1665
7136,188,16,1,665
7137,188,16,2,1160
7138,188,17,1,240
7139,188,17,2,670
7140,188,18,1,50
7141,188,18,2,210
7142,188,19,1,5
7143,188,19,2,30
7144,189,1,1,8185
7145,189,1,2,7865
7146,189,2,1,3160
7147,189,2,2,2890
7148,189,3,1,4740
7149,189,3,2,4445
7150,189,4,1,4520
7151,189,4,2,4185
7152,189,5,1,3665
7153,189,5,2,3520
7154,189,6,1,3015
7155,189,6,2,3340
7156,189,7,1,2985
7157,189,7,2,3345
7158,189,8,1,3235
7159,189,8,2,3570
7160,189,9,1,3825
7161,189,9,2,4175
7162,189,10,1,3695
7163,189,10,2,4130
7164,189,11,1,3160
7165,189,11,2,3575
7166,189,12,1,2690
7167,189,12,2,3305
7168,189,13,1,1940
7169,189,13,2,2590
7170,189,14,1,1725
7171,189,14,2,2425
7172,189,15,1,1460
7173,189,15,2,2130
7174,189,16,1,1005
7175,189,16,2,1625
7176,189,17,1,395
7177,189,17,2,940
7178,189,18,1,65
7179,189,18,2,270
7180,189,19,1,0
7181,189,19,2,30
7182,190,1,1,10435
7183,190,1,2,9825
7184,190,2,1,3545
7185,190,2,2,3365
7186,190,3,1,3370
7187,190,3,2,3225
7188,190,4,1,3280
7189,190,4,2,3215
7190,190,5,1,3490
7191,190,5,2,3315
7192,190,6,1,3370
7193,190,6,2,3345
7194,190,7,1,3460
7195,190,7,2,3445
7196,190,8,1,3655
7197,190,8,2,3580
7198,190,9,1,4265
7199,190,9,2,4475
7200,190,10,1,4155
7201,190,10,2,4350
7202,190,11,1,3710
7203,190,11,2,3795
7204,190,12,1,3210
7205,190,12,2,3455
7206,190,13,1,2395
7207,190,13,2,2595
7208,190,14,1,1755
7209,190,14,2,2005
7210,190,15,1,1190
7211,190,15,2,1650
7212,190,16,1,715
7213,190,16,2,1090
7214,190,17,1,245
7215,190,17,2,565
7216,190,18,1,50
7217,190,18,2,160
7218,190,19,1,5
7219,190,19,2,25
7220,191,1,1,8180
7221,191,1,2,7815
7222,191,2,1,2250
7223,191,2,2,2200
7224,191,3,1,2590
7225,191,3,2,3005
7226,191,4,1,4520
7227,191,4,2,5340
7228,191,5,1,5275
7229,191,5,2,5790
7230,191,6,1,4695
7231,191,6,2,4975
7232,191,7,1,4225
7233,191,7,2,4410
7234,191,8,1,4110
7235,191,8,2,4090
7236,191,9,1,3930
7237,191,9,2,3930
7238,191,10,1,3470
7239,191,10,2,3525
7240,191,11,1,2915
7241,191,11,2,3030
7242,191,12,1,2340
7243,191,12,2,2620
7244,191,13,1,1470
7245,191,13,2,1740
7246,191,14,1,940
7247,191,14,2,1365
7248,191,15,1,670
7249,191,15,2,1080
7250,191,16,1,435
7251,191,16,2,880
7252,191,17,1,220
7253,191,17,2,565
7254,191,18,1,50
7255,191,18,2,135
7256,191,19,1,5
7257,191,19,2,20
7258,192,1,1,6090
7259,192,1,2,5610
7260,192,2,1,2265
7261,192,2,2,2255
7262,192,3,1,2360
7263,192,3,2,2060
7264,192,4,1,2290
7265,192,4,2,2100
7266,192,5,1,2250
7267,192,5,2,2205
7268,192,6,1,2210
7269,192,6,2,2180
7270,192,7,1,2395
7271,192,7,2,2260
7272,192,8,1,2720
7273,192,8,2,2845
7274,192,9,1,4045
7275,192,9,2,3975
7276,192,10,1,4315
7277,192,10,2,4440
7278,192,11,1,4290
7279,192,11,2,4505
7280,192,12,1,4100
7281,192,12,2,4070
7282,192,13,1,3170
7283,192,13,2,3070
7284,192,14,1,2180
7285,192,14,2,2165
7286,192,15,1,1410
7287,192,15,2,1605
7288,192,16,1,850
7289,192,16,2,1060
7290,192,17,1,265
7291,192,17,2,575
7292,192,18,1,40
7293,192,18,2,145
7294,192,19,1,5
7295,192,19,2,40
7296,193,1,1,10435
7297,193,1,2,10045
7298,193,2,1,3620
7299,193,2,2,3390
7300,193,3,1,3420
7301,193,3,2,3210
7302,193,4,1,3060
7303,193,4,2,3060
7304,193,5,1,3035
7305,193,5,2,3115
7306,193,6,1,2905
7307,193,6,2,2990
7308,193,7,1,3055
7309,193,7,2,3025
7310,193,8,1,3180
7311,193,8,2,3300
7312,193,9,1,3995
7313,193,9,2,4095
7314,193,10,1,3955
7315,193,10,2,4090
7316,193,11,1,3645
7317,193,11,2,3670
7318,193,12,1,2915
7319,193,12,2,3120
7320,193,13,1,2085
7321,193,13,2,2315
7322,193,14,1,1610
7323,193,14,2,1870
7324,193,15,1,1170
7325,193,15,2,1495
7326,193,16,1,715
7327,193,16,2,1210
7328,193,17,1,265
7329,193,17,2,605
7330,193,18,1,40
7331,193,18,2,175
7332,193,19,1,0
7333,193,19,2,20
7334,194,1,1,8580
7335,194,1,2,8205
7336,194,2,1,3140
7337,194,2,2,3140
7338,194,3,1,3875
7339,194,3,2,4015
7340,194,4,1,3505
7341,194,4,2,3550
7342,194,5,1,3300
7343,194,5,2,3360
7344,194,6,1,2930
7345,194,6,2,3090
7346,194,7,1,3020
7347,194,7,2,3030
7348,194,8,1,3150
7349,194,8,2,3580
7350,194,9,1,4130
7351,194,9,2,4425
7352,194,10,1,4400
7353,194,10,2,5005
7354,194,11,1,4430
7355,194,11,2,4885
7356,194,12,1,4140
7357,194,12,2,4515
7358,194,13,1,2985
7359,194,13,2,3395
7360,194,14,1,2130
7361,194,14,2,2475
7362,194,15,1,1620
7363,194,15,2,2080
7364,194,16,1,1000
7365,194,16,2,1550
7366,194,17,1,350
7367,194,17,2,830
7368,194,18,1,70
7369,194,18,2,230
7370,194,19,1,5
7371,194,19,2,40
7372,195,1,1,9290
7373,195,1,2,8940
7374,195,2,1,4135
7375,195,2,2,3700
7376,195,3,1,4195
7377,195,3,2,3840
7378,195,4,1,3335
7379,195,4,2,3135
7380,195,5,1,3055
7381,195,5,2,3280
7382,195,6,1,2995
7383,195,6,2,3335
7384,195,7,1,3260
7385,195,7,2,3690
7386,195,8,1,3820
7387,195,8,2,4440
7388,195,9,1,4825
7389,195,9,2,5400
7390,195,10,1,4580
7391,195,10,2,4880
7392,195,11,1,3635
7393,195,11,2,4000
7394,195,12,1,2975
7395,195,12,2,3065
7396,195,13,1,1925
7397,195,13,2,2090
7398,195,14,1,1300
7399,195,14,2,1580
7400,195,15,1,920
7401,195,15,2,1250
7402,195,16,1,530
7403,195,16,2,840
7404,195,17,1,180
7405,195,17,2,390
7406,195,18,1,30
7407,195,18,2,115
7408,195,19,1,0
7409,195,19,2,20
7410,196,1,1,8585
7411,196,1,2,7980
7412,196,2,1,2760
7413,196,2,2,2615
7414,196,3,1,3040
7415,196,3,2,2555
7416,196,4,1,3450
7417,196,4,2,3030
7418,196,5,1,3405
7419,196,5,2,3030
7420,196,6,1,2880
7421,196,6,2,2795
7422,196,7,1,2715
7423,196,7,2,2900
7424,196,8,1,3055
7425,196,8,2,2960
7426,196,9,1,3950
7427,196,9,2,4070
7428,196,10,1,4080
7429,196,10,2,4255
7430,196,11,1,3785
7431,196,11,2,3970
7432,196,12,1,3530
7433,196,12,2,3535
7434,196,13,1,2510
7435,196,13,2,2575
7436,196,14,1,1815
7437,196,14,2,1985
7438,196,15,1,1160
7439,196,15,2,1650
7440,196,16,1,645
7441,196,16,2,1105
7442,196,17,1,255
7443,196,17,2,615
7444,196,18,1,45
7445,196,18,2,175
7446,196,19,1,5
7447,196,19,2,25
7448,197,1,1,7780
7449,197,1,2,7130
7450,197,2,1,3595
7451,197,2,2,3230
7452,197,3,1,3680
7453,197,3,2,3400
7454,197,4,1,3575
7455,197,4,2,3505
7456,197,5,1,3115
7457,197,5,2,3235
7458,197,6,1,2845
7459,197,6,2,3370
7460,197,7,1,3355
7461,197,7,2,4150
7462,197,8,1,3965
7463,197,8,2,4750
7464,197,9,1,4405
7465,197,9,2,4825
7466,197,10,1,4110
7467,197,10,2,4720
7468,197,11,1,3560
7469,197,11,2,4060
7470,197,12,1,3310
7471,197,12,2,3675
7472,197,13,1,2060
7473,197,13,2,2425
7474,197,14,1,1630
7475,197,14,2,1875
7476,197,15,1,1175
7477,197,15,2,1385
7478,197,16,1,650
7479,197,16,2,875
7480,197,17,1,170
7481,197,17,2,405
7482,197,18,1,50
7483,197,18,2,105
7484,197,19,1,0
7485,197,19,2,10
7486,198,1,1,10815
7487,198,1,2,10330
7488,198,2,1,3505
7489,198,2,2,3435
7490,198,3,1,2875
7491,198,3,2,2685
7492,198,4,1,2155
7493,198,4,2,2355
7494,198,5,1,2655
7495,198,5,2,2950
7496,198,6,1,3180
7497,198,6,2,3640
7498,198,7,1,3935
7499,198,7,2,4275
7500,198,8,1,4220
7501,198,8,2,4280
7502,198,9,1,4585
7503,198,9,2,4545
7504,198,10,1,3650
7505,198,10,2,3685
7506,198,11,1,2805
7507,198,11,2,2820
7508,198,12,1,2460
7509,198,12,2,2500
7510,198,13,1,1720
7511,198,13,2,1760
7512,198,14,1,1105
7513,198,14,2,1180
7514,198,15,1,690
7515,198,15,2,735
7516,198,16,1,335
7517,198,16,2,495
7518,198,17,1,155
7519,198,17,2,275
7520,198,18,1,30
7521,198,18,2,90
7522,198,19,1,0
7523,198,19,2,15
7524,199,1,1,7815
7525,199,1,2,7530
7526,199,2,1,3065
7527,199,2,2,2915
7528,199,3,1,3735
7529,199,3,2,3910
7530,199,4,1,3700
7531,199,4,2,3755
7532,199,5,1,3240
7533,199,5,2,3365
7534,199,6,1,2855
7535,199,6,2,3110
7536,199,7,1,2995
7537,199,7,2,3230
7538,199,8,1,3285
7539,199,8,2,3550
7540,199,9,1,3945
7541,199,9,2,4410
7542,199,10,1,3900
7543,199,10,2,4355
7544,199,11,1,3560
7545,199,11,2,4160
7546,199,12,1,3505
7547,199,12,2,4025
7548,199,13,1,2645
7549,199,13,2,3075
7550,199,14,1,1965
7551,199,14,2,2445
7552,199,15,1,1415
7553,199,15,2,2110
7554,199,16,1,985
7555,199,16,2,1590
7556,199,17,1,365
7557,199,17,2,900
7558,199,18,1,60
7559,199,18,2,210
7560,199,19,1,5
7561,199,19,2,25
7562,200,1,1,6530
7563,200,1,2,6255
7564,200,2,1,2070
7565,200,2,2,2060
7566,200,3,1,2900
7567,200,3,2,3325
7568,200,4,1,4870
7569,200,4,2,5670
7570,200,5,1,5100
7571,200,5,2,5650
7572,200,6,1,3795
7573,200,6,2,4320
7574,200,7,1,3390
7575,200,7,2,3940
7576,200,8,1,3385
7577,200,8,2,3810
7578,200,9,1,3335
7579,200,9,2,3775
7580,200,10,1,2900
7581,200,10,2,3540
7582,200,11,1,2710
7583,200,11,2,3635
7584,200,12,1,2545
7585,200,12,2,3425
7586,200,13,1,2010
7587,200,13,2,2695
7588,200,14,1,1475
7589,200,14,2,2115
7590,200,15,1,1140
7591,200,15,2,1675
7592,200,16,1,770
7593,200,16,2,1440
7594,200,17,1,315
7595,200,17,2,865
7596,200,18,1,90
7597,200,18,2,300
7598,200,19,1,5
7599,200,19,2,70
7600,201,1,1,8215
7601,201,1,2,8050
7602,201,2,1,2945
7603,201,2,2,2830
7604,201,3,1,3305
7605,201,3,2,3035
7606,201,4,1,3065
7607,201,4,2,2995
7608,201,5,1,3015
7609,201,5,2,3010
7610,201,6,1,2730
7611,201,6,2,2930
7612,201,7,1,2855
7613,201,7,2,2955
7614,201,8,1,3045
7615,201,8,2,3135
7616,201,9,1,3715
7617,201,9,2,4105
7618,201,10,1,4230
7619,201,10,2,4525
7620,201,11,1,4000
7621,201,11,2,4245
7622,201,12,1,3515
7623,201,12,2,3680
7624,201,13,1,2580
7625,201,13,2,2770
7626,201,14,1,1740
7627,201,14,2,2080
7628,201,15,1,1310
7629,201,15,2,1720
7630,201,16,1,760
7631,201,16,2,1170
7632,201,17,1,260
7633,201,17,2,605
7634,201,18,1,35
7635,201,18,2,145
7636,201,19,1,5
7637,201,19,2,25
7638,202,1,1,5915
7639,202,1,2,5565
7640,202,2,1,2200
7641,202,2,2,2010
7642,202,3,1,2515
7643,202,3,2,2345
7644,202,4,1,2290
7645,202,4,2,2235
7646,202,5,1,2150
7647,202,5,2,2250
7648,202,6,1,2080
7649,202,6,2,2290
7650,202,7,1,2115
7651,202,7,2,2270
7652,202,8,1,2395
7653,202,8,2,2470
7654,202,9,1,2980
7655,202,9,2,3360
7656,202,10,1,3365
7657,202,10,2,3710
7658,202,11,1,3000
7659,202,11,2,3120
7660,202,12,1,2650
7661,202,12,2,2795
7662,202,13,1,1900
7663,202,13,2,2120
7664,202,14,1,1450
7665,202,14,2,1730
7666,202,15,1,1120
7667,202,15,2,1415
7668,202,16,1,665
7669,202,16,2,1015
7670,202,17,1,215
7671,202,17,2,480
7672,202,18,1,30
7673,202,18,2,145
7674,202,19,1,0
7675,202,19,2,15
7676,203,1,1,7275
7677,203,1,2,7030
7678,203,2,1,3015
7679,203,2,2,2785
7680,203,3,1,3620
7681,203,3,2,3360
7682,203,4,1,3835
7683,203,4,2,3760
7684,203,5,1,3145
7685,203,5,2,3405
7686,203,6,1,2605
7687,203,6,2,2955
7688,203,7,1,2775
7689,203,7,2,3365
7690,203,8,1,3365
7691,203,8,2,4055
7692,203,9,1,4020
7693,203,9,2,4405
7694,203,10,1,3395
7695,203,10,2,4020
7696,203,11,1,3090
7697,203,11,2,3630
7698,203,12,1,2765
7699,203,12,2,3465
7700,203,13,1,2005
7701,203,13,2,2560
7702,203,14,1,1800
7703,203,14,2,2465
7704,203,15,1,1600
7705,203,15,2,2100
7706,203,16,1,920
7707,203,16,2,1520
7708,203,17,1,385
7709,203,17,2,740
7710,203,18,1,75
7711,203,18,2,195
7712,203,19,1,5
7713,203,19,2,45
7714,204,1,1,9395
7715,204,1,2,8875
7716,204,2,1,3580
7717,204,2,2,3395
7718,204,3,1,4310
7719,204,3,2,4080
7720,204,4,1,3755
7721,204,4,2,3945
7722,204,5,1,3535
7723,204,5,2,3965
7724,204,6,1,3280
7725,204,6,2,3815
7726,204,7,1,3320
7727,204,7,2,3890
7728,204,8,1,3670
7729,204,8,2,4085
7730,204,9,1,4255
7731,204,9,2,4665
7732,204,10,1,3905
7733,204,10,2,4105
7734,204,11,1,3085
7735,204,11,2,3495
7736,204,12,1,2390
7737,204,12,2,2825
7738,204,13,1,1740
7739,204,13,2,2105
7740,204,14,1,1370
7741,204,14,2,1885
7742,204,15,1,1110
7743,204,15,2,1620
7744,204,16,1,730
7745,204,16,2,1250
7746,204,17,1,270
7747,204,17,2,615
7748,204,18,1,55
7749,204,18,2,185
7750,204,19,1,5
7751,204,19,2,25
7752,205,1,1,9355
7753,205,1,2,8810
7754,205,2,1,3490
7755,205,2,2,3195
7756,205,3,1,4270
7757,205,3,2,3695
7758,205,4,1,3525
7759,205,4,2,3665
7760,205,5,1,3030
7761,205,5,2,3525
7762,205,6,1,2880
7763,205,6,2,3505
7764,205,7,1,2930
7765,205,7,2,3385
7766,205,8,1,3215
7767,205,8,2,3630
7768,205,9,1,3620
7769,205,9,2,3835
7770,205,10,1,3430
7771,205,10,2,3675
7772,205,11,1,2750
7773,205,11,2,3050
7774,205,12,1,2045
7775,205,12,2,2480
7776,205,13,1,1565
7777,205,13,2,1975
7778,205,14,1,1280
7779,205,14,2,1730
7780,205,15,1,1075
7781,205,15,2,1390
7782,205,16,1,625
7783,205,16,2,920
7784,205,17,1,225
7785,205,17,2,440
7786,205,18,1,35
7787,205,18,2,100
7788,205,19,1,5
7789,205,19,2,20
7790,206,1,1,7665
7791,206,1,2,7245
7792,206,2,1,3110
7793,206,2,2,3070
7794,206,3,1,3800
7795,206,3,2,3470
7796,206,4,1,3805
7797,206,4,2,3645
7798,206,5,1,3050
7799,206,5,2,3300
7800,206,6,1,2515
7801,206,6,2,2945
7802,206,7,1,2685
7803,206,7,2,3115
7804,206,8,1,3000
7805,206,8,2,3620
7806,206,9,1,3800
7807,206,9,2,4160
7808,206,10,1,3540
7809,206,10,2,3775
7810,206,11,1,3095
7811,206,11,2,3455
7812,206,12,1,2740
7813,206,12,2,2970
7814,206,13,1,1775
7815,206,13,2,1970
7816,206,14,1,1375
7817,206,14,2,1635
7818,206,15,1,990
7819,206,15,2,1255
7820,206,16,1,560
7821,206,16,2,835
7822,206,17,1,240
7823,206,17,2,380
7824,206,18,1,50
7825,206,18,2,135
7826,206,19,1,5
7827,206,19,2,20
7828,207,1,1,8380
7829,207,1,2,8010
7830,207,2,1,3650
7831,207,2,2,3455
7832,207,3,1,3960
7833,207,3,2,3705
7834,207,4,1,3385
7835,207,4,2,3405
7836,207,5,1,2960
7837,207,5,2,3150
7838,207,6,1,2665
7839,207,6,2,3025
7840,207,7,1,2725
7841,207,7,2,3325
7842,207,8,1,3140
7843,207,8,2,3760
7844,207,9,1,3815
7845,207,9,2,4340
7846,207,10,1,3665
7847,207,10,2,4165
7848,207,11,1,3335
7849,207,11,2,3630
7850,207,12,1,2880
7851,207,12,2,3160
7852,207,13,1,1965
7853,207,13,2,2295
7854,207,14,1,1305
7855,207,14,2,1480
7856,207,15,1,800
7857,207,15,2,965
7858,207,16,1,430
7859,207,16,2,640
7860,207,17,1,170
7861,207,17,2,365
7862,207,18,1,40
7863,207,18,2,110
7864,207,19,1,5
7865,207,19,2,15
7866,208,1,1,9495
7867,208,1,2,9180
7868,208,2,1,3530
7869,208,2,2,3210
7870,208,3,1,3625
7871,208,3,2,3365
7872,208,4,1,3225
7873,208,4,2,3410
7874,208,5,1,3330
7875,208,5,2,3775
7876,208,6,1,3355
7877,208,6,2,3910
7878,208,7,1,3475
7879,208,7,2,4045
7880,208,8,1,4070
7881,208,8,2,4245
7882,208,9,1,4650
7883,208,9,2,4700
7884,208,10,1,4110
7885,208,10,2,4260
7886,208,11,1,3330
7887,208,11,2,3485
7888,208,12,1,2530
7889,208,12,2,2810
7890,208,13,1,1570
7891,208,13,2,1945
7892,208,14,1,1125
7893,208,14,2,1540
7894,208,15,1,915
7895,208,15,2,1365
7896,208,16,1,580
7897,208,16,2,960
7898,208,17,1,245
7899,208,17,2,660
7900,208,18,1,55
7901,208,18,2,175
7902,208,19,1,5
7903,208,19,2,20
7904,209,1,1,10175
7905,209,1,2,9885
7906,209,2,1,3900
7907,209,2,2,3510
7908,209,3,1,3985
7909,209,3,2,3320
7910,209,4,1,3495
7911,209,4,2,3195
7912,209,5,1,3555
7913,209,5,2,3630
7914,209,6,1,3385
7915,209,6,2,3505
7916,209,7,1,3825
7917,209,7,2,3895
7918,209,8,1,4190
7919,209,8,2,4365
7920,209,9,1,5230
