,District,Age,Sex,Count
3080,82,2,1,2885
3081,82,2,2,2980
3082,82,3,1,3200
3083,82,3,2,3005
3084,82,4,1,3415
3085,82,4,2,3495
3086,82,5,1,3645
3087,82,5,2,3680
3088,82,6,1,3935
3089,82,6,2,4055
3090,82,7,1,3640
3091,82,7,2,3495
3092,82,8,1,3700
3093,82,8,2,3560
3094,82,9,1,4425
3095,82,9,2,4215
3096,82,10,1,4195
3097,82,10,2,3910
3098,82,11,1,3350
3099,82,11,2,3315
3100,82,12,1,2765
3101,82,12,2,2830
3102,82,13,1,2080
3103,82,13,2,1980
3104,82,14,1,1275
3105,82,14,2,1260
3106,82,15,1,700
3107,82,15,2,890
3108,82,16,1,330
3109,82,16,2,540
3110,82,17,1,85
3111,82,17,2,255
3112,82,18,1,10
3113,82,18,2,70
3114,82,19,1,5
3115,82,19,2,10
3116,83,1,1,7270
3117,83,1,2,6660
3118,83,2,1,2395
3119,83,2,2,2165
3120,83,3,1,2255
3121,83,3,2,2185
3122,83,4,1,2235
3123,83,4,2,2125
3124,83,5,1,2445
3125,83,5,2,2290
3126,83,6,1,2715
3127,83,6,2,2685
3128,83,7,1,2635
3129,83,7,2,2495
3130,83,8,1,2790
3131,83,8,2,2675
3132,83,9,1,3740
3133,83,9,2,3710
3134,83,10,1,4270
3135,83,10,2,4305
3136,83,11,1,4190
3137,83,11,2,4235
3138,83,12,1,3705
3139,83,12,2,3795
3140,83,13,1,2870
3141,83,13,2,2860
3142,83,14,1,1820
3143,83,14,2,2040
3144,83,15,1,1160
3145,83,15,2,1680
3146,83,16,1,730
3147,83,16,2,1220
3148,83,17,1,240
3149,83,17,2,665
3150,83,18,1,45
3151,83,18,2,200
3152,83,19,1,0
3153,83,19,2,30
3154,84,1,1,9770
3155,84,1,2,9130
3156,84,2,1,3325
3157,84,2,2,3060
3158,84,3,1,3475
3159,84,3,2,3335
3160,84,4,1,2930
3161,84,4,2,2895
3162,84,5,1,2895
3163,84,5,2,3430
3164,84,6,1,3255
3165,84,6,2,3900
3166,84,7,1,3135
3167,84,7,2,3805
3168,84,8,1,3170
3169,84,8,2,3650
3170,84,9,1,3100
3171,84,9,2,3565
3172,84,10,1,2845
3173,84,10,2,3165
3174,84,11,1,2480
3175,84,11,2,2975
3176,84,12,1,2410
3177,84,12,2,2980
3178,84,13,1,1840
3179,84,13,2,2390
3180,84,14,1,1450
3181,84,14,2,1985
3182,84,15,1,1185
3183,84,15,2,1735
3184,84,16,1,875
3185,84,16,2,1360
3186,84,17,1,430
3187,84,17,2,930
3188,84,18,1,120
3189,84,18,2,280
3190,84,19,1,15
3191,84,19,2,50
3192,85,1,1,8285
3193,85,1,2,8165
3194,85,2,1,2920
3195,85,2,2,2850
3196,85,3,1,3680
3197,85,3,2,4035
3198,85,4,1,3675
3199,85,4,2,3775
3200,85,5,1,3605
3201,85,5,2,3855
3202,85,6,1,3545
3203,85,6,2,3900
3204,85,7,1,3350
3205,85,7,2,3710
3206,85,8,1,3350
3207,85,8,2,3585
3208,85,9,1,3420
3209,85,9,2,3685
3210,85,10,1,3135
3211,85,10,2,3535
3212,85,11,1,2740
3213,85,11,2,3290
3214,85,12,1,2625
3215,85,12,2,3135
3216,85,13,1,1810
3217,85,13,2,2380
3218,85,14,1,1340
3219,85,14,2,1845
3220,85,15,1,1015
3221,85,15,2,1465
3222,85,16,1,680
3223,85,16,2,1190
3224,85,17,1,280
3225,85,17,2,750
3226,85,18,1,65
3227,85,18,2,240
3228,85,19,1,15
3229,85,19,2,55
3230,86,1,1,8495
3231,86,1,2,7975
3232,86,2,1,2730
3233,86,2,2,2790
3234,86,3,1,5455
3235,86,3,2,5575
3236,86,4,1,5355
3237,86,4,2,5140
3238,86,5,1,4500
3239,86,5,2,4560
3240,86,6,1,4170
3241,86,6,2,3975
3242,86,7,1,3390
3243,86,7,2,3250
3244,86,8,1,2725
3245,86,8,2,2680
3246,86,9,1,2670
3247,86,9,2,2635
3248,86,10,1,2400
3249,86,10,2,2615
3250,86,11,1,2140
3251,86,11,2,2425
3252,86,12,1,1940
3253,86,12,2,2265
3254,86,13,1,1345
3255,86,13,2,1930
3256,86,14,1,965
3257,86,14,2,1495
3258,86,15,1,755
3259,86,15,2,1285
3260,86,16,1,455
3261,86,16,2,1020
3262,86,17,1,210
3263,86,17,2,535
3264,86,18,1,40
3265,86,18,2,165
3266,86,19,1,5
3267,86,19,2,25
3268,87,1,1,8760
3269,87,1,2,8240
3270,87,2,1,2410
3271,87,2,2,2305
3272,87,3,1,4185
3273,87,3,2,4205
3274,87,4,1,5535
3275,87,4,2,5940
3276,87,5,1,5495
3277,87,5,2,5505
3278,87,6,1,5085
3279,87,6,2,4705
3280,87,7,1,4060
3281,87,7,2,3655
3282,87,8,1,3630
3283,87,8,2,3225
3284,87,9,1,3720
3285,87,9,2,3170
3286,87,10,1,3325
3287,87,10,2,3135
3288,87,11,1,2790
3289,87,11,2,2690
3290,87,12,1,2085
3291,87,12,2,2280
3292,87,13,1,1465
3293,87,13,2,1825
3294,87,14,1,1230
3295,87,14,2,1570
3296,87,15,1,910
3297,87,15,2,1315
3298,87,16,1,565
3299,87,16,2,950
3300,87,17,1,195
3301,87,17,2,460
3302,87,18,1,30
3303,87,18,2,100
3304,87,19,1,0
3305,87,19,2,15
3306,88,1,1,9375
3307,88,1,2,8990
3308,88,2,1,3850
3309,88,2,2,3585
3310,88,3,1,3860
3311,88,3,2,3590
3312,88,4,1,2890
3313,88,4,2,2850
3314,88,5,1,2725
3315,88,5,2,2835
3316,88,6,1,2965
3317,88,6,2,3410
3318,88,7,1,3175
3319,88,7,2,3535
3320,88,8,1,3685
3321,88,8,2,4085
3322,88,9,1,4215
3323,88,9,2,4340
3324,88,10,1,3960
3325,88,10,2,4330
3326,88,11,1,3495
3327,88,11,2,3895
3328,88,12,1,3090
3329,88,12,2,3345
3330,88,13,1,2155
3331,88,13,2,2495
3332,88,14,1,1500
3333,88,14,2,1850
3334,88,15,1,1015
3335,88,15,2,1315
3336,88,16,1,560
3337,88,16,2,845
3338,88,17,1,180
3339,88,17,2,420
3340,88,18,1,30
3341,88,18,2,120
3342,88,19,1,5
3343,88,19,2,25
3344,89,1,1,11470
3345,89,1,2,11155
3346,89,2,1,3240
3347,89,2,2,2965
3348,89,3,1,3035
3349,89,3,2,2830
3350,89,4,1,2885
3351,89,4,2,3120
3352,89,5,1,3445
3353,89,5,2,3930
3354,89,6,1,3980
3355,89,6,2,4180
3356,89,7,1,4060
3357,89,7,2,4100
3358,89,8,1,4275
3359,89,8,2,4205
3360,89,9,1,4705
3361,89,9,2,4655
3362,89,10,1,4660
3363,89,10,2,4675
3364,89,11,1,4080
3365,89,11,2,3900
3366,89,12,1,3330
3367,89,12,2,3055
3368,89,13,1,2245
3369,89,13,2,2145
3370,89,14,1,1320
3371,89,14,2,1240
3372,89,15,1,715
3373,89,15,2,750
3374,89,16,1,350
3375,89,16,2,480
3376,89,17,1,90
3377,89,17,2,195
3378,89,18,1,15
3379,89,18,2,50
3380,89,19,1,0
3381,89,19,2,5
3382,90,1,1,11340
3383,90,1,2,10740
3384,90,2,1,2900
3385,90,2,2,2755
3386,90,3,1,3055
3387,90,3,2,2680
3388,90,4,1,3065
3389,90,4,2,3080
3390,90,5,1,3780
3391,90,5,2,3795
3392,90,6,1,4365
3393,90,6,2,4250
3394,90,7,1,3905
3395,90,7,2,3545
3396,90,8,1,3770
3397,90,8,2,3640
3398,90,9,1,4570
3399,90,9,2,4375
3400,90,10,1,4730
3401,90,10,2,4490
3402,90,11,1,4220
3403,90,11,2,4050
3404,90,12,1,3610
3405,90,12,2,3275
3406,90,13,1,2420
3407,90,13,2,2210
3408,90,14,1,1370
3409,90,14,2,1485
3410,90,15,1,850
3411,90,15,2,1085
3412,90,16,1,470
3413,90,16,2,745
3414,90,17,1,140
3415,90,17,2,395
3416,90,18,1,25
3417,90,18,2,115
3418,90,19,1,0
3419,90,19,2,15
3420,91,1,1,4945
3421,91,1,2,4905
3422,91,2,1,1565
3423,91,2,2,1580
3424,91,3,1,3220
3425,91,3,2,3530
3426,91,4,1,4595
3427,91,4,2,4680
3428,91,5,1,4105
3429,91,5,2,3610
3430,91,6,1,3600
3431,91,6,2,3070
3432,91,7,1,2610
3433,91,7,2,2325
3434,91,8,1,2540
3435,91,8,2,2295
3436,91,9,1,3235
3437,91,9,2,2930
3438,91,10,1,3575
3439,91,10,2,3655
3440,91,11,1,3555
3441,91,11,2,3850
3442,91,12,1,3230
3443,91,12,2,3530
3444,91,13,1,2270
3445,91,13,2,2910
3446,91,14,1,1555
3447,91,14,2,2275
3448,91,15,1,1150
3449,91,15,2,2065
3450,91,16,1,740
3451,91,16,2,1720
3452,91,17,1,330
3453,91,17,2,990
3454,91,18,1,60
3455,91,18,2,315
3456,91,19,1,10
3457,91,19,2,50
3458,92,1,1,10170
3459,92,1,2,9690
3460,92,2,1,3645
3461,92,2,2,3365
3462,92,3,1,3745
3463,92,3,2,3435
3464,92,4,1,2905
3465,92,4,2,2910
3466,92,5,1,3060
3467,92,5,2,3345
3468,92,6,1,3595
3469,92,6,2,3915
3470,92,7,1,3585
3471,92,7,2,3750
3472,92,8,1,3635
3473,92,8,2,4045
3474,92,9,1,4625
3475,92,9,2,4845
3476,92,10,1,4760
3477,92,10,2,5065
3478,92,11,1,3865
3479,92,11,2,4170
3480,92,12,1,3220
3481,92,12,2,3575
3482,92,13,1,2585
3483,92,13,2,2755
3484,92,14,1,1495
3485,92,14,2,1915
3486,92,15,1,1005
3487,92,15,2,1370
3488,92,16,1,550
3489,92,16,2,875
3490,92,17,1,135
3491,92,17,2,345
3492,92,18,1,25
3493,92,18,2,85
3494,92,19,1,0
3495,92,19,2,15
3496,93,1,1,9255
3497,93,1,2,8615
3498,93,2,1,2815
3499,93,2,2,2700
3500,93,3,1,2850
3501,93,3,2,2610
3502,93,4,1,2640
3503,93,4,2,2550
3504,93,5,1,3115
3505,93,5,2,3030
3506,93,6,1,3495
3507,93,6,2,3210
3508,93,7,1,3020
3509,93,7,2,2975
3510,93,8,1,3025
3511,93,8,2,3045
3512,93,9,1,3940
3513,93,9,2,3965
3514,93,10,1,4340
3515,93,10,2,4420
3516,93,11,1,4335
3517,93,11,2,4295
3518,93,12,1,3900
3519,93,12,2,3815
3520,93,13,1,2775
3521,93,13,2,2905
3522,93,14,1,1795
3523,93,14,2,2000
3524,93,15,1,1180
3525,93,15,2,1640
3526,93,16,1,705
3527,93,16,2,1170
3528,93,17,1,235
3529,93,17,2,635
3530,93,18,1,45
3531,93,18,2,170
3532,93,19,1,0
3533,93,19,2,20
3534,94,1,1,9185
3535,94,1,2,8630
3536,94,2,1,3465
3537,94,2,2,3235
3538,94,3,1,3560
3539,94,3,2,3375
3540,94,4,1,2755
3541,94,4,2,2580
3542,94,5,1,2580
3543,94,5,2,2760
3544,94,6,1,3140
3545,94,6,2,3285
3546,94,7,1,3180
3547,94,7,2,3350
3548,94,8,1,3530
3549,94,8,2,3720
3550,94,9,1,4300
3551,94,9,2,4560
3552,94,10,1,4195
3553,94,10,2,4415
3554,94,11,1,3290
3555,94,11,2,3470
3556,94,12,1,2660
3557,94,12,2,3010
3558,94,13,1,1985
3559,94,13,2,2335
3560,94,14,1,1170
3561,94,14,2,1390
3562,94,15,1,705
3563,94,15,2,1040
3564,94,16,1,385
3565,94,16,2,630
3566,94,17,1,105
3567,94,17,2,270
3568,94,18,1,25
3569,94,18,2,60
3570,94,19,1,0
3571,94,19,2,10
3572,95,1,1,9305
3573,95,1,2,8780
3574,95,2,1,2890
3575,95,2,2,2870
3576,95,3,1,3415
3577,95,3,2,3315
3578,95,4,1,3480
3579,95,4,2,3420
3580,95,5,1,3465
3581,95,5,2,3400
3582,95,6,1,3620
3583,95,6,2,3545
3584,95,7,1,3390
3585,95,7,2,3395
3586,95,8,1,3590
3587,95,8,2,3615
3588,95,9,1,4425
3589,95,9,2,4505
3590,95,10,1,4510
3591,95,10,2,4610
3592,95,11,1,3780
3593,95,11,2,4070
3594,95,12,1,3240
3595,95,12,2,3525
3596,95,13,1,2560
3597,95,13,2,2855
3598,95,14,1,1720
3599,95,14,2,1995
3600,95,15,1,1115
3601,95,15,2,1415
3602,95,16,1,545
3603,95,16,2,955
3604,95,17,1,165
3605,95,17,2,515
3606,95,18,1,50
3607,95,18,2,75
3608,95,19,1,0
3609,95,19,2,10
3610,96,1,1,7655
3611,96,1,2,7415
3612,96,2,1,1790
3613,96,2,2,1850
3614,96,3,1,3435
3615,96,3,2,3830
3616,96,4,1,5575
3617,96,4,2,6315
3618,96,5,1,6085
3619,96,5,2,6635
3620,96,6,1,5750
3621,96,6,2,5780
3622,96,7,1,4200
3623,96,7,2,3770
3624,96,8,1,3490
3625,96,8,2,3130
3626,96,9,1,3690
3627,96,9,2,3385
3628,96,10,1,3395
3629,96,10,2,3430
3630,96,11,1,2845
3631,96,11,2,3010
3632,96,12,1,2040
3633,96,12,2,2445
3634,96,13,1,1290
3635,96,13,2,1765
3636,96,14,1,870
3637,96,14,2,1410
3638,96,15,1,730
3639,96,15,2,1355
3640,96,16,1,405
3641,96,16,2,1015
3642,96,17,1,135
3643,96,17,2,570
3644,96,18,1,25
3645,96,18,2,140
3646,96,19,1,5
3647,96,19,2,20
3648,97,1,1,10015
3649,97,1,2,9705
3650,97,2,1,3445
3651,97,2,2,3325
3652,97,3,1,3290
3653,97,3,2,3240
3654,97,4,1,2420
3655,97,4,2,2430
3656,97,5,1,2480
3657,97,5,2,2960
3658,97,6,1,3170
3659,97,6,2,3645
3660,97,7,1,3595
3661,97,7,2,3975
3662,97,8,1,4035
3663,97,8,2,4220
3664,97,9,1,4340
3665,97,9,2,4540
3666,97,10,1,3965
3667,97,10,2,4085
3668,97,11,1,2910
3669,97,11,2,2940
3670,97,12,1,2075
3671,97,12,2,2255
3672,97,13,1,1610
3673,97,13,2,1845
3674,97,14,1,1075
3675,97,14,2,1245
3676,97,15,1,655
3677,97,15,2,815
3678,97,16,1,340
3679,97,16,2,580
3680,97,17,1,115
3681,97,17,2,290
3682,97,18,1,15
3683,97,18,2,80
3684,97,19,1,5
3685,97,19,2,15
3686,98,1,1,8650
3687,98,1,2,8310
3688,98,2,1,2825
3689,98,2,2,2755
3690,98,3,1,3020
3691,98,3,2,2945
3692,98,4,1,2935
3693,98,4,2,2715
3694,98,5,1,3010
3695,98,5,2,3015
3696,98,6,1,3450
3697,98,6,2,3185
3698,98,7,1,2940
3699,98,7,2,2790
3700,98,8,1,3135
3701,98,8,2,3095
3702,98,9,1,3875
3703,98,9,2,3930
3704,98,10,1,4185
3705,98,10,2,4085
3706,98,11,1,3640
3707,98,11,2,3810
3708,98,12,1,3220
3709,98,12,2,3295
3710,98,13,1,2425
3711,98,13,2,2700
3712,98,14,1,1505
3713,98,14,2,1915
3714,98,15,1,975
3715,98,15,2,1580
3716,98,16,1,580
3717,98,16,2,1105
3718,98,17,1,225
3719,98,17,2,605
3720,98,18,1,40
3721,98,18,2,195
3722,98,19,1,5
3723,98,19,2,30
3724,99,1,1,9625
3725,99,1,2,9145
3726,99,2,1,3060
3727,99,2,2,3010
3728,99,3,1,3480
3729,99,3,2,3215
3730,99,4,1,3200
3731,99,4,2,3160
3732,99,5,1,3365
3733,99,5,2,3430
3734,99,6,1,3665
3735,99,6,2,3620
3736,99,7,1,3385
3737,99,7,2,3415
3738,99,8,1,3540
3739,99,8,2,3620
3740,99,9,1,4340
3741,99,9,2,4300
3742,99,10,1,4400
3743,99,10,2,4495
3744,99,11,1,3815
3745,99,11,2,3985
3746,99,12,1,3265
3747,99,12,2,3560
3748,99,13,1,2460
3749,99,13,2,2605
3750,99,14,1,1640
3751,99,14,2,1835
3752,99,15,1,990
3753,99,15,2,1340
3754,99,16,1,515
3755,99,16,2,925
3756,99,17,1,170
3757,99,17,2,455
3758,99,18,1,30
3759,99,18,2,110
3760,99,19,1,5
3761,99,19,2,20
3762,100,1,1,10190
3763,100,1,2,9585
3764,100,2,1,2915
3765,100,2,2,2775
3766,100,3,1,2985
3767,100,3,2,2950
3768,100,4,1,2870
3769,100,4,2,3095
3770,100,5,1,3295
3771,100,5,2,3745
3772,100,6,1,3625
3773,100,6,2,3890
3774,100,7,1,3620
3775,100,7,2,3725
3776,100,8,1,3505
3777,100,8,2,3480
3778,100,9,1,3205
3779,100,9,2,3150
3780,100,10,1,2770
3781,100,10,2,2900
3782,100,11,1,2215
3783,100,11,2,2515
3784,100,12,1,1970
3785,100,12,2,2430
3786,100,13,1,1490
3787,100,13,2,1915
3788,100,14,1,1265
3789,100,14,2,1695
3790,100,15,1,955
3791,100,15,2,1435
3792,100,16,1,635
3793,100,16,2,1060
3794,100,17,1,245
3795,100,17,2,485
3796,100,18,1,40
3797,100,18,2,155
3798,100,19,1,5
3799,100,19,2,25
3800,101,1,1,11560
3801,101,1,2,11535
3802,101,2,1,3095
3803,101,2,2,3090
3804,101,3,1,3105
3805,101,3,2,3325
3806,101,4,1,2900
3807,101,4,2,3490
3808,101,5,1,3095
3809,101,5,2,4135
3810,101,6,1,3700
3811,101,6,2,4340
3812,101,7,1,4200
3813,101,7,2,3940
3814,101,8,1,4305
3815,101,8,2,3815
3816,101,9,1,3710
3817,101,9,2,3550
3818,101,10,1,3175
3819,101,10,2,3430
3820,101,11,1,2440
3821,101,11,2,2950
3822,101,12,1,2335
3823,101,12,2,2940
3824,101,13,1,1820
3825,101,13,2,2455
3826,101,14,1,1770
3827,101,14,2,2420
3828,101,15,1,1440
3829,101,15,2,2005
3830,101,16,1,815
3831,101,16,2,1260
3832,101,17,1,275
3833,101,17,2,555
3834,101,18,1,45
3835,101,18,2,140
3836,101,19,1,5
3837,101,19,2,25
3838,102,1,1,7970
3839,102,1,2,7385
3840,102,2,1,2645
3841,102,2,2,2525
3842,102,3,1,2790
3843,102,3,2,2550
3844,102,4,1,2595
3845,102,4,2,2455
3846,102,5,1,2805
3847,102,5,2,2755
3848,102,6,1,3100
3849,102,6,2,2970
3850,102,7,1,2770
3851,102,7,2,2690
3852,102,8,1,3035
3853,102,8,2,3000
3854,102,9,1,4400
3855,102,9,2,4435
3856,102,10,1,5400
3857,102,10,2,5435
3858,102,11,1,5165
3859,102,11,2,4975
3860,102,12,1,4400
3861,102,12,2,4220
3862,102,13,1,3280
3863,102,13,2,3290
3864,102,14,1,1995
3865,102,14,2,2345
3866,102,15,1,1410
3867,102,15,2,1910
3868,102,16,1,825
3869,102,16,2,1405
3870,102,17,1,320
3871,102,17,2,775
3872,102,18,1,50
3873,102,18,2,155
3874,102,19,1,0
3875,102,19,2,35
3876,103,1,1,9210
3877,103,1,2,8665
3878,103,2,1,2945
3879,103,2,2,2875
3880,103,3,1,3340
3881,103,3,2,3115
3882,103,4,1,3210
3883,103,4,2,3170
3884,103,5,1,3245
3885,103,5,2,3130
3886,103,6,1,3405
3887,103,6,2,3430
3888,103,7,1,3125
3889,103,7,2,3115
3890,103,8,1,3495
3891,103,8,2,3510
3892,103,9,1,4410
3893,103,9,2,4545
3894,103,10,1,4805
3895,103,10,2,4860
3896,103,11,1,4205
3897,103,11,2,4140
3898,103,12,1,3720
3899,103,12,2,3770
3900,103,13,1,2960
3901,103,13,2,3110
3902,103,14,1,1810
3903,103,14,2,2045
3904,103,15,1,1160
3905,103,15,2,1595
3906,103,16,1,700
3907,103,16,2,1055
3908,103,17,1,235
3909,103,17,2,485
3910,103,18,1,50
3911,103,18,2,150
3912,103,19,1,5
3913,103,19,2,20
3914,104,1,1,9680
3915,104,1,2,9160
3916,104,2,1,2995
3917,104,2,2,2805
3918,104,3,1,3020
3919,104,3,2,2910
3920,104,4,1,2980
3921,104,4,2,2855
3922,104,5,1,3230
3923,104,5,2,3140
3924,104,6,1,3720
3925,104,6,2,3525
3926,104,7,1,3190
3927,104,7,2,2985
3928,104,8,1,3390
3929,104,8,2,3300
3930,104,9,1,4350
3931,104,9,2,4520
3932,104,10,1,4615
3933,104,10,2,4800
3934,104,11,1,4190
3935,104,11,2,4260
3936,104,12,1,3655
3937,104,12,2,3690
3938,104,13,1,2695
3939,104,13,2,2905
3940,104,14,1,1705
3941,104,14,2,2015
3942,104,15,1,1020
3943,104,15,2,1405
3944,104,16,1,575
3945,104,16,2,985
3946,104,17,1,220
3947,104,17,2,455
3948,104,18,1,30
3949,104,18,2,135
3950,104,19,1,0
3951,104,19,2,20
3952,105,1,1,8145
3953,105,1,2,7500
3954,105,2,1,3020
3955,105,2,2,2980
3956,105,3,1,5005
3957,105,3,2,4910
3958,105,4,1,4520
3959,105,4,2,4110
3960,105,5,1,3705
3961,105,5,2,3335
3962,105,6,1,3350
3963,105,6,2,3250
3964,105,7,1,2740
3965,105,7,2,2900
3966,105,8,1,2910
3967,105,8,2,3030
3968,105,9,1,3485
3969,105,9,2,3750
3970,105,10,1,3745
3971,105,10,2,4115
3972,105,11,1,3525
3973,105,11,2,3990
3974,105,12,1,3105
3975,105,12,2,3645
3976,105,13,1,2510
3977,105,13,2,3150
3978,105,14,1,1645
3979,105,14,2,2315
3980,105,15,1,1215
3981,105,15,2,1925
3982,105,16,1,695
3983,105,16,2,1440
3984,105,17,1,280
3985,105,17,2,885
3986,105,18,1,40
3987,105,18,2,260
3988,105,19,1,5
3989,105,19,2,25
3990,106,1,1,12065
3991,106,1,2,11360
3992,106,2,1,3785
3993,106,2,2,3650
3994,106,3,1,3380
3995,106,3,2,3070
3996,106,4,1,2650
3997,106,4,2,2705
3998,106,5,1,3065
3999,106,5,2,3390
4000,106,6,1,4120
4001,106,6,2,4560
4002,106,7,1,4430
4003,106,7,2,4775
4004,106,8,1,4680
4005,106,8,2,4670
4006,106,9,1,5005
4007,106,9,2,4985
4008,106,10,1,4425
4009,106,10,2,4365
4010,106,11,1,3555
4011,106,11,2,3810
4012,106,12,1,2985
4013,106,12,2,3130
4014,106,13,1,2155
4015,106,13,2,2280
4016,106,14,1,1300
4017,106,14,2,1450
4018,106,15,1,820
4019,106,15,2,990
4020,106,16,1,380
4021,106,16,2,685
4022,106,17,1,120
4023,106,17,2,320
4024,106,18,1,20
4025,106,18,2,90
4026,106,19,1,0
4027,106,19,2,15
4028,107,1,1,11675
4029,107,1,2,11030
4030,107,2,1,3725
4031,107,2,2,3410
4032,107,3,1,3555
4033,107,3,2,3325
4034,107,4,1,2795
4035,107,4,2,2885
4036,107,5,1,3170
4037,107,5,2,3485
4038,107,6,1,4100
4039,107,6,2,4465
4040,107,7,1,4140
4041,107,7,2,4310
4042,107,8,1,4090
4043,107,8,2,4050
4044,107,9,1,4620
4045,107,9,2,4575
4046,107,10,1,4120
4047,107,10,2,4255
4048,107,11,1,3170
4049,107,11,2,3290
4050,107,12,1,2510
4051,107,12,2,2685
4052,107,13,1,1885
4053,107,13,2,1980
4054,107,14,1,980
4055,107,14,2,1165
4056,107,15,1,595
4057,107,15,2,695
4058,107,16,1,220
4059,107,16,2,355
4060,107,17,1,60
4061,107,17,2,155
4062,107,18,1,10
4063,107,18,2,40
4064,107,19,1,0
4065,107,19,2,5
4066,108,1,1,7475
4067,108,1,2,6900
4068,108,2,1,2670
4069,108,2,2,2665
4070,108,3,1,3745
4071,108,3,2,3950
4072,108,4,1,3430
4073,108,4,2,3320
4074,108,5,1,3165
4075,108,5,2,3045
4076,108,6,1,3165
4077,108,6,2,3015
4078,108,7,1,2660
4079,108,7,2,2730
4080,108,8,1,2895
4081,108,8,2,3035
4082,108,9,1,3845
4083,108,9,2,4260
4084,108,10,1,4395
4085,108,10,2,4815
4086,108,11,1,4080
4087,108,11,2,4535
4088,108,12,1,3655
4089,108,12,2,4155
4090,108,13,1,2950
4091,108,13,2,3585
4092,108,14,1,1980
4093,108,14,2,2780
4094,108,15,1,1445
4095,108,15,2,2275
4096,108,16,1,860
4097,108,16,2,1700
4098,108,17,1,250
4099,108,17,2,815
4100,108,18,1,40
4101,108,18,2,200
4102,108,19,1,5
4103,108,19,2,40
4104,109,1,1,6325
4105,109,1,2,6010
4106,109,2,1,2310
4107,109,2,2,2620
4108,109,3,1,6710
4109,109,3,2,6400
4110,109,4,1,7785
4111,109,4,2,7070
4112,109,5,1,6665
4113,109,5,2,6215
4114,109,6,1,4975
4115,109,6,2,4495
4116,109,7,1,3580
4117,109,7,2,3240
4118,109,8,1,3140
4119,109,8,2,2950
4120,109,9,1,3275
4121,109,9,2,3115
4122,109,10,1,3325
4123,109,10,2,3205
4124,109,11,1,2910
4125,109,11,2,3100
4126,109,12,1,2560
4127,109,12,2,2620
4128,109,13,1,1805
4129,109,13,2,2050
4130,109,14,1,1215
4131,109,14,2,1450
4132,109,15,1,795
4133,109,15,2,1015
4134,109,16,1,395
4135,109,16,2,685
4136,109,17,1,180
4137,109,17,2,325
4138,109,18,1,30
4139,109,18,2,90
4140,109,19,1,5
4141,109,19,2,15
4142,110,1,1,8560
4143,110,1,2,8375
4144,110,2,1,2870
4145,110,2,2,2790
4146,110,3,1,3620
4147,110,3,2,3675
4148,110,4,1,3800
4149,110,4,2,3775
4150,110,5,1,3655
4151,110,5,2,3690
4152,110,6,1,3600
4153,110,6,2,3705
4154,110,7,1,3365
4155,110,7,2,3325
4156,110,8,1,3490
4157,110,8,2,3550
4158,110,9,1,3875
4159,110,9,2,3860
4160,110,10,1,3855
4161,110,10,2,3915
4162,110,11,1,3120
4163,110,11,2,3625
4164,110,12,1,2715
4165,110,12,2,3255
4166,110,13,1,2185
4167,110,13,2,2875
4168,110,14,1,1815
4169,110,14,2,2625
4170,110,15,1,1560
4171,110,15,2,2425
4172,110,16,1,1015
4173,110,16,2,1840
4174,110,17,1,350
4175,110,17,2,825
4176,110,18,1,50
4177,110,18,2,200
4178,110,19,1,5
4179,110,19,2,35
4180,111,1,1,12035
4181,111,1,2,11620
4182,111,2,1,4365
4183,111,2,2,4165
4184,111,3,1,4345
4185,111,3,2,4160
4186,111,4,1,3545
4187,111,4,2,3750
4188,111,5,1,3645
4189,111,5,2,4155
4190,111,6,1,3825
4191,111,6,2,4645
4192,111,7,1,4030
4193,111,7,2,4545
4194,111,8,1,4210
4195,111,8,2,4710
4196,111,9,1,4755
4197,111,9,2,5185
4198,111,10,1,4250
4199,111,10,2,4395
4200,111,11,1,3015
4201,111,11,2,3195
4202,111,12,1,2335
4203,111,12,2,2600
4204,111,13,1,1505
4205,111,13,2,1685
4206,111,14,1,935
4207,111,14,2,1240
4208,111,15,1,650
4209,111,15,2,915
4210,111,16,1,305
4211,111,16,2,560
4212,111,17,1,95
4213,111,17,2,240
4214,111,18,1,20
4215,111,18,2,45
4216,111,19,1,0
4217,111,19,2,10
4218,112,1,1,5815
4219,112,1,2,5690
4220,112,2,1,2190
4221,112,2,2,1895
4222,112,3,1,1940
4223,112,3,2,1815
4224,112,4,1,1755
4225,112,4,2,1800
4226,112,5,1,1780
4227,112,5,2,1810
4228,112,6,1,1770
4229,112,6,2,1860
4230,112,7,1,2000
4231,112,7,2,2045
4232,112,8,1,2350
4233,112,8,2,2455
4234,112,9,1,3200
4235,112,9,2,3235
4236,112,10,1,3770
4237,112,10,2,3855
4238,112,11,1,3625
4239,112,11,2,3530
4240,112,12,1,3375
4241,112,12,2,3260
4242,112,13,1,2475
4243,112,13,2,2395
4244,112,14,1,1735
4245,112,14,2,1780
4246,112,15,1,1115
4247,112,15,2,1265
4248,112,16,1,555
4249,112,16,2,715
4250,112,17,1,165
4251,112,17,2,345
4252,112,18,1,25
4253,112,18,2,70
4254,112,19,1,5
4255,112,19,2,15
4256,113,1,1,11215
4257,113,1,2,10610
4258,113,2,1,4720
4259,113,2,2,4265
4260,113,3,1,3960
4261,113,3,2,3690
4262,113,4,1,2850
4263,113,4,2,2810
4264,113,5,1,2475
4265,113,5,2,2780
4266,113,6,1,2865
