48004,Calgary Centre / Calgary-Centre (48004)   00100 (  6.6%),Calgary Centre / Calgary-Centre,48004,6.6
48005,Calgary Confederation (48005)   00100 (  6.1%),Calgary Confederation,48005,6.1
48006,Calgary Forest Lawn (48006)   00100 (  4.1%),Calgary Forest Lawn,48006,4.1
48007,Calgary Heritage (48007)   00000 (  3.4%),Calgary Heritage,48007,3.4
48008,Calgary Midnapore (48008)   00000 (  3.6%),Calgary Midnapore,48008,3.6
48009,Calgary Nose Hill (48009)   00000 (  2.8%),Calgary Nose Hill,48009,2.8
48010,Calgary Rocky Ridge (48010)   00000 (  3.1%),Calgary Rocky Ridge,48010,3.1
48011,Calgary Shepard (48011)   00000 (  3.2%),Calgary Shepard,48011,3.2
48012,Calgary Signal Hill (48012)   00000 (  3.5%),Calgary Signal Hill,48012,3.5
48013,Calgary Skyview (48013)   00000 (  3.0%),Calgary Skyview,48013,3
48014,Edmonton Centre / Edmonton-Centre (48014)   00100 (  6.7%),Edmonton Centre / Edmonton-Centre,48014,6.7
48015,Edmonton Griesbach (48015)   00100 (  5.9%),Edmonton Griesbach,48015,5.9
48016,Edmonton Manning (48016)   00000 (  3.7%),Edmonton Manning,48016,3.7
48017,Edmonton Mill Woods (48017)   00000 (  3.6%),Edmonton Mill Woods,48017,3.6
48018,Edmonton Riverbend (48018)   00000 (  3.5%),Edmonton Riverbend,48018,3.5
48019,Edmonton Strathcona (48019)   00100 (  5.8%),Edmonton Strathcona,48019,5.8
48020,Edmonton West / Edmonton-Ouest (48020)   00000 (  4.3%),Edmonton West / Edmonton-Ouest,48020,4.3
48021,Edmonton--Wetaskiwin (48021)   00000 (  3.6%),Edmonton--Wetaskiwin,48021,3.6
48022,Foothills (48022)   00000 (  4.9%),Foothills,48022,4.9
48023,Fort McMurray--Cold Lake (48023)   01100 ( 11.4%),Fort McMurray--Cold Lake,48023,11.4
48024,Grande Prairie--Mackenzie (48024)   00000 (  5.0%),Grande Prairie--Mackenzie,48024,5
48025,Lakeland (48025)   20000 (  5.2%),Lakeland,48025,5.2
48026,Lethbridge (48026)   00000 (  4.8%),Lethbridge,48026,4.8
48027,Medicine Hat--Cardston--Warner (48027)   00000 (  5.1%),Medicine Hat--Cardston--Warner,48027,5.1
48028,Peace River--Westlock (48028)   00000 (  5.5%),Peace River--Westlock,48028,5.5
48029,Red Deer--Mountain View (48029)   00000 (  5.1%),Red Deer--Mountain View,48029,5.1
48030,Red Deer--Lacombe (48030)   00000 (  5.2%),Red Deer--Lacombe,48030,5.2
48031,St. Albert--Edmonton (48031)   00000 (  3.7%),St. Albert--Edmonton,48031,3.7
48032,Sherwood Park--Fort Saskatchewan (48032)   00000 (  3.3%),Sherwood Park--Fort Saskatchewan,48032,3.3
48033,Sturgeon River--Parkland (48033)   00000 (  4.4%),Sturgeon River--Parkland,48033,4.4
48034,Yellowhead (48034)   00100 (  6.4%),Yellowhead,48034,6.4
59,British Columbia / Colombie-Britannique (59)   20000 (  4.9%),British Columbia / Colombie-Britannique,59,4.9
59001,Abbotsford (59001)   00000 (  4.6%),Abbotsford,59001,4.6
59002,Burnaby North--Seymour / Burnaby-Nord--Seymour (59002)   00000 (  4.0%),Burnaby North--Seymour / Burnaby-Nord--Seymour,59002,4
59003,Burnaby South / Burnaby-Sud (59003)   00000 (  3.9%),Burnaby South / Burnaby-Sud,59003,3.9
59004,Cariboo--Prince George (59004)   00000 (  4.8%),Cariboo--Prince George,59004,4.8
59005,Central Okanagan--Similkameen--Nicola (59005)   00000 (  5.9%),Central Okanagan--Similkameen--Nicola,59005,5.9
59006,Chilliwack--Hope (59006)   00000 (  5.2%),Chilliwack--Hope,59006,5.2
59007,Cloverdale--Langley City (59007)   00000 (  3.6%),Cloverdale--Langley City,59007,3.6
59008,Coquitlam--Port Coquitlam (59008)   00000 (  3.6%),Coquitlam--Port Coquitlam,59008,3.6
59009,Courtenay--Alberni (59009)   00000 (  5.5%),Courtenay--Alberni,59009,5.5
59010,Cowichan--Malahat--Langford (59010)   00000 (  5.0%),Cowichan--Malahat--Langford,59010,5
59011,Delta (59011)   00000 (  3.4%),Delta,59011,3.4
59012,Fleetwood--Port Kells (59012)   00000 (  3.7%),Fleetwood--Port Kells,59012,3.7
59013,Kamloops--Thompson--Cariboo (59013)   00000 (  5.7%),Kamloops--Thompson--Cariboo,59013,5.7
59014,Kelowna--Lake Country (59014)   00000 (  4.3%),Kelowna--Lake Country,59014,4.3
59015,Kootenay--Columbia (59015)   00100 (  6.7%),Kootenay--Columbia,59015,6.7
59016,Langley--Aldergrove (59016)   00000 (  4.0%),Langley--Aldergrove,59016,4
59017,Mission--Matsqui--Fraser Canyon (59017)   00100 (  5.6%),Mission--Matsqui--Fraser Canyon,59017,5.6
59018,Nanaimo--Ladysmith (59018)   00000 (  5.1%),Nanaimo--Ladysmith,59018,5.1
59019,New Westminster--Burnaby (59019)   00000 (  4.9%),New Westminster--Burnaby,59019,4.9
59020,North Okanagan--Shuswap (59020)   00000 (  5.5%),North Okanagan--Shuswap,59020,5.5
59021,North Vancouver (59021)   00000 (  4.0%),North Vancouver,59021,4
59022,Pitt Meadows--Maple Ridge (59022)   00000 (  3.9%),Pitt Meadows--Maple Ridge,59022,3.9
59023,Port Moody--Coquitlam (59023)   00000 (  3.6%),Port Moody--Coquitlam,59023,3.6
59024,Prince George--Peace River--Northern Rockies (59024)   00000 (  5.2%),Prince George--Peace River--Northern Rockies,59024,5.2
59025,Richmond Centre / Richmond-Centre (59025)   00000 (  3.4%),Richmond Centre / Richmond-Centre,59025,3.4
59026,Esquimalt--Saanich--Sooke (59026)   20000 (  4.8%),Esquimalt--Saanich--Sooke,59026,4.8
59027,Saanich--Gulf Islands (59027)   00000 (  4.7%),Saanich--Gulf Islands,59027,4.7
59028,Skeena--Bulkley Valley (59028)   00100 (  6.9%),Skeena--Bulkley Valley,59028,6.9
59029,South Okanagan--West Kootenay / Okanagan-Sud--Kootenay-Ouest (59029)   00000 (  6.4%),South Okanagan--West Kootenay / Okanagan-Sud--Kootenay-Ouest,59029,6.4
59030,South Surrey--White Rock / Surrey-Sud--White Rock (59030)   00000 (  4.8%),South Surrey--White Rock / Surrey-Sud--White Rock,59030,4.8
59031,Steveston--Richmond East / Steveston--Richmond-Est (59031)   00000 (  3.3%),Steveston--Richmond East / Steveston--Richmond-Est,59031,3.3
59032,Surrey Centre / Surrey-Centre (59032)   00100 (  5.6%),Surrey Centre / Surrey-Centre,59032,5.6
59033,Surrey--Newton (59033)   00100 (  4.4%),Surrey--Newton,59033,4.4
59034,Vancouver Centre / Vancouver-Centre (59034)   00100 (  6.4%),Vancouver Centre / Vancouver-Centre,59034,6.4
59035,Vancouver East / Vancouver-Est (59035)   00100 (  7.4%),Vancouver East / Vancouver-Est,59035,7.4
59036,Vancouver Granville (59036)   00000 (  4.7%),Vancouver Granville,59036,4.7
59037,North Island--Powell River (59037)   00000 (  5.2%),North Island--Powell River,59037,5.2
59038,Vancouver Kingsway (59038)   00000 (  3.9%),Vancouver Kingsway,59038,3.9
59039,Vancouver Quadra (59039)   00100 (  6.1%),Vancouver Quadra,59039,6.1
59040,Vancouver South / Vancouver-Sud (59040)   00000 (  3.7%),Vancouver South / Vancouver-Sud,59040,3.7
59041,Victoria (59041)   00000 (  6.1%),Victoria,59041,6.1
59042,West Vancouver--Sunshine Coast--Sea to Sky Country (59042)   00100 (  6.5%),West Vancouver--Sunshine Coast--Sea to Sky Country,59042,6.5
60,Yukon (60)   00100 (  6.7%),Yukon,60,6.7
60001,Yukon (60001)   00100 (  6.7%),Yukon,60001,6.7
61,Northwest Territories / Territoires du Nord-Ouest (61)   00100 (  7.5%),Northwest Territories / Territoires du Nord-Ouest,61,7.5
61001,Northwest Territories / Territoires du Nord-Ouest (61001)   00100 (  7.5%),Northwest Territories / Territoires du Nord-Ouest,61001,7.5
62,Nunavut (62)   00100 (  7.9%),Nunavut,62,7.9
62001,Nunavut (62001)   00100 (  7.9%),Nunavut,62001,7.9
